dbcode, entity, sitecode, bgn_date_time, bgn_cr, bgn_hg, end_date_time, end_cr, end_hg, comments
HF002,6,GSWS07,9/23/2014 14:42,0.046,0.045,9/30/2014 13:08,0.091,0.093,V-notch removed 9/30@1308
HF002,6,GSWS07,9/30/2014 13:08,0.05,0.05,10/7/2014 12:43,0.041,0.039,
HF002,6,GSWS07,10/7/2014 12:43,0.041,0.039,10/14/2014 12:29,0.048,0.046,
HF002,6,GSWS07,10/14/2014 12:29,0.045,0.046,10/21/2014 15:05,0.062,0.061,
HF002,6,GSWS07,10/21/2014 15:05,0.062,0.061,10/28/2014 15:11,0.123,0.12,
HF002,6,GSWS07,10/28/2014 15:11,0.123,0.12,11/4/2014 13:25,0.153,0.151,
HF002,6,GSWS07,11/4/2014 13:25,0.153,0.151,11/25/2014 13:54,0.238,0.238,
HF002,6,GSWS07,11/25/2014 13:54,0.238,0.238,12/16/2014 11:34,0.181,0.179,
HF002,6,GSWS07,12/16/2014 11:34,0.181,0.179,12/22/2014 16:30,0.63,0.628,Cleaned flume enty pool 12/22@~1700.
HF002,6,GSWS07,12/22/2014 16:30,0.626,0.628,1/6/2015 12:57,0.204,0.204,
HF002,6,GSWS07,1/6/2015 12:57,0.204,0.204,1/26/2015 16:59,0.188,0.184,
HF002,6,GSWS07,1/26/2015 16:59,0.184,0.184,2/19/2015 12:39,0.173,0.17,
HF002,6,GSWS07,2/19/2015 12:39,0.173,0.17,3/11/2015 16:26,0.109,0.106,
HF002,6,GSWS07,3/11/2015 16:26,0.106,0.106,4/1/2015 11:38,0.159,0.164,
HF002,6,GSWS07,4/1/2015 11:38,0.159,0.164,4/22/2015 10:58,0.127,0.126,
HF002,6,GSWS07,4/22/2015 10:58,0.127,0.126,4/30/2015 11:13,0.111,0.11,
HF002,6,GSWS07,4/30/2015 11:13,0.111,0.11,5/6/2015 16:00,0.101,0.1,CR10X replaced with CR1000 5/6 @1615
HF002,6,GSWS07,5/6/2015 16:00,0.101,0.1,5/13/2015 15:01,0.095,0.094,
HF002,6,GSWS07,5/13/2015 15:01,0.095,0.094,5/27/2015 16:47,0.081,0.08,
HF002,6,GSWS07,5/27/2015 16:47,0.081,0.08,6/2/2015 19:48,0.078,0.08,
HF002,6,GSWS07,6/2/2015 19:48,0.078,0.08,6/16/2015 10:10,0.061,0.063,Installed V-notch 6/16@1010
HF002,6,GSWS07,6/16/2015 10:10,0.097,0.097,6/22/2015 17:53,0.099,0.099,
HF002,6,GSWS07,6/22/2015 17:53,0.099,0.099,6/30/2015 8:02,0.104,0.104,
HF002,6,GSWS07,6/30/2015 8:02,0.104,0.104,7/6/2015 13:37,0.086,0.083,
HF002,6,GSWS07,7/6/2015 13:37,0.086,0.083,7/14/2015 12:35,0.089,0.088,
HF002,6,GSWS07,7/14/2015 12:35,0.089,0.088,7/21/2015 8:55,0.081,0.081,
HF002,6,GSWS07,7/21/2015 8:55,0.081,0.081,7/28/2015 9:58,0.071,0.072,
HF002,6,GSWS07,7/28/2015 9:58,0.071,0.072,8/4/2015 16:45,0.062,0.06,
HF002,6,GSWS07,8/4/2015 16:45,0.062,0.06,,,,
