dbcode, entity, sitecode, bgn_date_time, bgn_cr, bgn_hg, end_date_time, end_cr, end_hg, comments
HF002,6,GSWS10,9/23/2014 8:39,0.055,0.054,10/1/2014 12:49,0.071,0.07,V-notch removed 10/01@1249
HF002,6,GSWS10,10/1/2014 12:49,0.009,0.009,10/6/2014 16:05,0.009,0.006,
HF002,6,GSWS10,10/6/2014 16:05,0.005,0.006,10/15/2014 15:02,0.013,0.014,
HF002,6,GSWS10,10/15/2014 15:02,0.013,0.014,10/21/2014 10:41,0.031,0.032,
HF002,6,GSWS10,10/21/2014 10:41,0.031,0.032,10/28/2014 9:05,0.019,0.021,
HF002,6,GSWS10,10/28/2014 9:05,0.019,0.021,11/5/2014 10:30,0.053,0.051,
HF002,6,GSWS10,11/5/2014 10:30,0.053,0.051,11/25/2014 9:17,0.098,0.098,
HF002,6,GSWS10,11/25/2014 9:17,0.098,0.098,12/16/2014 18:17,0.052,0.053,
HF002,6,GSWS10,12/16/2014 18:17,0.052,0.053,12/22/2014 19:17,0.352,0.349,Flume entry pool cleaned 12/22@1920
HF002,6,GSWS10,12/22/2014 19:17,0.349,0.349,1/7/2015 8:51,0.056,0.055,
HF002,6,GSWS10,1/7/2015 8:51,0.056,0.055,1/27/2015 12:09,0.047,0.047,
HF002,6,GSWS10,1/27/2015 12:09,0.047,0.047,2/18/2015 11:49,0.047,0.047,
HF002,6,GSWS10,2/18/2015 11:49,0.047,0.047,3/10/2015 13:23,0.026,0.027,
HF002,6,GSWS10,3/10/2015 13:23,0.026,0.027,3/31/2015 12:37,0.063,0.061,
HF002,6,GSWS10,3/31/2015 12:37,0.063,0.061,4/21/2015 13:40,0.035,0.036,Cleaned algae off flume 4/21@1345
HF002,6,GSWS10,4/21/2015 13:40,0.036,0.036,4/29/2015 7:46,0.033,0.034,
HF002,6,GSWS10,4/29/2015 7:46,0.033,0.034,5/5/2015 17:11,0.028,0.028,
HF002,6,GSWS10,5/5/2015 17:11,0.028,0.028,5/12/2015 12:58,0.026,0.025,Replaced CR10X with CR1000 5/12 1258 to 1320. Data missing
HF002,6,GSWS10,5/12/2015 12:58,0.026,0.025,5/12/2015 13:20,0.023,0.025,Missing data.
HF002,6,GSWS10,5/12/2015 13:20,0.023,0.025,5/25/2015 14:31,0.018,0.02,
HF002,6,GSWS10,5/25/2015 14:31,0.018,0.02,6/4/2015 11:30,0.016,0.016,
HF002,6,GSWS10,6/4/2015 11:30,0.016,0.016,6/9/2015 10:48,0.014,0.013,Cleaned algea off flume 6/9.
HF002,6,GSWS10,6/9/2015 10:48,0.012,0.013,6/18/2015 6:40,0.012,0.013,V-notch installed 6/18@0640.
HF002,6,GSWS10,6/18/2015 6:40,0.107,0.108,6/23/2015 16:40,0.088,0.085,
HF002,6,GSWS10,6/23/2015 16:40,0.085,0.085,6/30/2015 12:03,0.089,0.089,
HF002,6,GSWS10,6/30/2015 12:03,0.089,0.089,7/6/2015 17:40,0.068,0.068,
HF002,6,GSWS10,7/6/2015 17:40,0.068,0.068,7/15/2015 14:11,0.067,0.07,
HF002,6,GSWS10,7/15/2015 14:11,0.071,0.07,7/21/2015 15:19,0.065,0.058,
HF002,6,GSWS10,7/21/2015 15:19,0.057,0.058,7/28/2015 15:24,0.055,0.055,
HF002,6,GSWS10,7/28/2015 15:24,0.055,0.055,8/3/2015 18:16,0.062,0.063,
HF002,6,GSWS10,8/3/2015 18:16,0.062,0.063,,,,
