dbcode, entity, sitecode, bgn_date_time, bgn_cr, bgn_hg, end_date_time, end_cr, end_hg, comments
HF002,6,GSCC02,9/16/2014 8:48,0.018,0.016,10/23/2014 11:43,0.175,0.180,
HF002,6,GSCC02,10/23/2014 11:43,0.180,0.180,11/24/2014 11:51,0.384,0.378,
HF002,6,GSCC02,11/24/2014 11:51,0.379,0.378,12/15/2014 13:00,0.285,0.287,
HF002,6,GSCC02,12/15/2014 13:00,0.285,0.287,12/29/2014 9:24,0.566,0.558,
HF002,6,GSCC02,12/29/2014 9:24,0.557,0.558,2/3/2015 13:20,0.803,0.809,
HF002,6,GSCC02,2/3/2015 13:20,0.809,0.809,3/4/2015 11:58,0.227,0.222,
HF002,6,GSCC02,3/4/2015 11:58,0.223,0.222,3/31/2015 7:31,0.241,0.240,
HF002,6,GSCC02,3/31/2015 7:31,0.241,0.240,4/28/2015 7:30,0.182,0.181,
HF002,6,GSCC02,4/28/2015 7:30,0.182,0.181,5/21/2015 8:45,0.141,0.139,
HF002,6,GSCC02,5/21/2015 8:45,0.141,0.139,6/16/2015 7:48,0.098,0.096,
HF002,6,GSCC02,6/16/2015 7:48,0.098,0.096,7/8/2015 14:33,0.063,0.061,Weir drained 7/8 for annual survey & maintenance. Data missing until reset
HF002,6,GSCC02,7/8/2015 14:33,0.061,0.061,,,,Missing data estimated.
