"STCODE","FORMAT","SITECODE","WATERYEAR","DATE","MEAN_Q","MAX_Q","MIN_Q","MEAN_Q_AREA","TOTAL_Q_AREA","ESTCODE"
"HF004","2","GSWS10","2015","2014-10-01","0.0432","11.9561","0.0","1.0921","0.0406","A"
"HF004","2","GSWS10","2015","2014-10-02","0.0031","0.004","0.0027","0.0788","0.0029","A"
"HF004","2","GSWS10","2015","2014-10-03","0.0029","0.0034","0.0022","0.0725","0.0027","A"
"HF004","2","GSWS10","2015","2014-10-04","0.0024","0.0027","0.0022","0.0605","0.0023","A"
"HF004","2","GSWS10","2015","2014-10-05","0.002","0.0027","0.0017","0.05","0.0019","A"
"HF004","2","GSWS10","2015","2014-10-06","0.0016","0.0022","0.0","0.0406","0.0015","A"
"HF004","2","GSWS10","2015","2014-10-07","0.0013","0.0013","0.0013","0.0316","0.0012","A"
"HF004","2","GSWS10","2015","2014-10-08","0.0013","0.0013","0.0013","0.0316","0.0012","A"
"HF004","2","GSWS10","2015","2014-10-09","0.0013","0.0022","0.0013","0.0324","0.0012","A"
"HF004","2","GSWS10","2015","2014-10-10","0.0013","0.0017","0.0013","0.0323","0.0012","A"
"HF004","2","GSWS10","2015","2014-10-11","0.0024","0.0034","0.0013","0.0613","0.0023","A"
"HF004","2","GSWS10","2015","2014-10-12","0.0027","0.0034","0.0022","0.0691","0.0026","A"
"HF004","2","GSWS10","2015","2014-10-13","0.0023","0.0027","0.0022","0.0584","0.0022","A"
"HF004","2","GSWS10","2015","2014-10-14","0.0027","0.0034","0.0022","0.0691","0.0026","A"
"HF004","2","GSWS10","2015","2014-10-15","0.0136","0.0443","0.0034","0.3436","0.0128","A"
"HF004","2","GSWS10","2015","2014-10-16","0.0049","0.0104","0.0034","0.1248","0.0046","A"
"HF004","2","GSWS10","2015","2014-10-17","0.0036","0.004","0.0034","0.0903","0.0034","A"
"HF004","2","GSWS10","2015","2014-10-18","0.0041","0.0048","0.0034","0.1035","0.0039","A"
"HF004","2","GSWS10","2015","2014-10-19","0.003","0.0048","0.0022","0.0749","0.0028","A"
"HF004","2","GSWS10","2015","2014-10-20","0.0142","0.0279","0.0022","0.3581","0.0133","A"
"HF004","2","GSWS10","2015","2014-10-21","0.0232","0.0671","0.0083","0.5874","0.0218","A"
"HF004","2","GSWS10","2015","2014-10-22","0.0807","0.5172","0.0093","2.041","0.0759","A"
"HF004","2","GSWS10","2015","2014-10-23","0.111","0.5136","0.0212","2.809","0.1045","A"
"HF004","2","GSWS10","2015","2014-10-24","0.0192","0.0261","0.0116","0.4856","0.0181","A"
"HF004","2","GSWS10","2015","2014-10-25","0.0347","0.1211","0.0104","0.8769","0.0326","A"
"HF004","2","GSWS10","2015","2014-10-26","0.1526","0.2941","0.0671","3.8599","0.1435","A"
"HF004","2","GSWS10","2015","2014-10-27","0.0395","0.0671","0.0196","0.9998","0.0372","A"
"HF004","2","GSWS10","2015","2014-10-28","0.0846","0.2055","0.014","2.1398","0.0796","A"
"HF004","2","GSWS10","2015","2014-10-29","0.0717","0.1741","0.0316","1.8126","0.0674","A"
"HF004","2","GSWS10","2015","2014-10-30","0.0713","0.3857","0.0167","1.8036","0.0671","A"
"HF004","2","GSWS10","2015","2014-10-31","0.2841","0.4533","0.0806","7.1868","0.2673","A"
"HF004","2","GSWS10","2015","2014-11-01","0.0458","0.0806","0.0279","1.1577","0.0431","A"
"HF004","2","GSWS10","2015","2014-11-02","0.0194","0.0297","0.0153","0.4909","0.0183","A"
"HF004","2","GSWS10","2015","2014-11-03","0.0185","0.0228","0.014","0.4679","0.0174","A"
"HF004","2","GSWS10","2015","2014-11-04","0.1532","0.2471","0.0212","3.8763","0.1442","A"
"HF004","2","GSWS10","2015","2014-11-05","0.0672","0.1211","0.0411","1.6994","0.0632","A"
"HF004","2","GSWS10","2015","2014-11-06","0.0355","0.0427","0.0316","0.899","0.0334","A"
"HF004","2","GSWS10","2015","2014-11-07","0.0243","0.0316","0.0181","0.6156","0.0229","A"
"HF004","2","GSWS10","2015","2014-11-08","0.016","0.0196","0.0128","0.4047","0.0151","A"
"HF004","2","GSWS10","2015","2014-11-09","0.0121","0.014","0.0104","0.3065","0.0114","A"
"HF004","2","GSWS10","2015","2014-11-10","0.0105","0.0128","0.0093","0.2668","0.0099","A"
"HF004","2","GSWS10","2015","2014-11-11","0.0086","0.0104","0.0064","0.2182","0.0081","A"
"HF004","2","GSWS10","2015","2014-11-12","0.006","0.0073","0.0056","0.1515","0.0056","A"
"HF004","2","GSWS10","2015","2014-11-13","0.3769","1.2626","0.0056","9.5349","0.3546","A"
"HF004","2","GSWS10","2015","2014-11-14","0.86","1.4708","0.2673","21.756","0.8091","A"
"HF004","2","GSWS10","2015","2014-11-15","0.1484","0.2673","0.0806","3.7534","0.1396","A"
"HF004","2","GSWS10","2015","2014-11-16","0.0616","0.0826","0.0459","1.5594","0.058","A"
"HF004","2","GSWS10","2015","2014-11-17","0.0384","0.0476","0.0335","0.9725","0.0362","A"
