"STCODE","FORMAT","SITECODE","WATERYEAR","DATE","MEAN_Q","MAX_Q","MIN_Q","MEAN_Q_AREA","TOTAL_Q_AREA","ESTCODE"
"HF004","2","GSWS02","2014","2013-10-01","1.2871","1.4643","1.0677","5.5285","0.2056","A"
"HF004","2","GSWS02","2014","2013-10-02","0.885","1.0677","0.7358","3.8013","0.1414","A"
"HF004","2","GSWS02","2014","2013-10-03","0.6183","0.7425","0.5179","2.6557","0.0988","A"
"HF004","2","GSWS02","2014","2013-10-04","0.4585","0.5179","0.407","1.9694","0.0732","A"
"HF004","2","GSWS02","2014","2013-10-05","0.3725","0.407","0.3414","1.6","0.0595","A"
"HF004","2","GSWS02","2014","2013-10-06","0.3166","0.3414","0.2895","1.3597","0.0506","A"
"HF004","2","GSWS02","2014","2013-10-07","0.2926","0.3256","0.2695","1.2568","0.0467","A"
"HF004","2","GSWS02","2014","2013-10-08","0.2875","0.3467","0.2548","1.235","0.0459","A"
"HF004","2","GSWS02","2014","2013-10-09","0.2654","0.31","0.2356","1.1401","0.0424","A"
"HF004","2","GSWS02","2014","2013-10-10","0.2228","0.2404","0.2077","0.957","0.0356","A"
"HF004","2","GSWS02","2014","2013-10-11","0.2006","0.2123","0.1897","0.8616","0.032","A"
"HF004","2","GSWS02","2014","2013-10-12","0.1862","0.1942","0.1766","0.7998","0.0297","A"
"HF004","2","GSWS02","2014","2013-10-13","0.1697","0.1809","0.1595","0.729","0.0271","A"
"HF004","2","GSWS02","2014","2013-10-14","0.1545","0.1595","0.1471","0.6638","0.0247","A"
"HF004","2","GSWS02","2014","2013-10-15","0.1457","0.1512","0.143","0.626","0.0233","A"
"HF004","2","GSWS02","2014","2013-10-16","0.1396","0.143","0.1349","0.5996","0.0223","A"
"HF004","2","GSWS02","2014","2013-10-17","0.1328","0.1349","0.127","0.5704","0.0212","A"
"HF004","2","GSWS02","2014","2013-10-18","0.1257","0.131","0.1193","0.5399","0.0201","A"
"HF004","2","GSWS02","2014","2013-10-19","0.1207","0.1231","0.1193","0.5186","0.0193","A"
"HF004","2","GSWS02","2014","2013-10-20","0.1169","0.1193","0.1117","0.5022","0.0187","A"
"HF004","2","GSWS02","2014","2013-10-21","0.112","0.1154","0.1079","0.4813","0.0179","A"
"HF004","2","GSWS02","2014","2013-10-22","0.1032","0.1117","0.0969","0.4432","0.0165","A"
"HF004","2","GSWS02","2014","2013-10-23","0.099","0.1006","0.0969","0.4253","0.0158","A"
"HF004","2","GSWS02","2014","2013-10-24","0.0982","0.1006","0.0969","0.4219","0.0157","A"
"HF004","2","GSWS02","2014","2013-10-25","0.0981","0.1006","0.0934","0.4214","0.0157","A"
"HF004","2","GSWS02","2014","2013-10-26","0.0944","0.0969","0.0934","0.4057","0.0151","A"
"HF004","2","GSWS02","2014","2013-10-27","0.1082","0.1595","0.0934","0.4647","0.0173","A"
"HF004","2","GSWS02","2014","2013-10-28","0.0975","0.1079","0.0898","0.4189","0.0156","A"
"HF004","2","GSWS02","2014","2013-10-29","0.0905","0.0934","0.0863","0.3889","0.0145","A"
"HF004","2","GSWS02","2014","2013-10-30","0.0864","0.0898","0.0829","0.3713","0.0138","A"
"HF004","2","GSWS02","2014","2013-10-31","0.0873","0.0898","0.0863","0.3748","0.0139","A"
"HF004","2","GSWS02","2014","2013-11-01","0.0898","0.0898","0.0863","0.3856","0.0143","A"
"HF004","2","GSWS02","2014","2013-11-02","0.2432","0.524","0.0863","1.0444","0.0388","A"
"HF004","2","GSWS02","2014","2013-11-03","0.1729","0.2215","0.143","0.7424","0.0276","A"
"HF004","2","GSWS02","2014","2013-11-04","0.1427","0.1512","0.1389","0.6131","0.0228","A"
"HF004","2","GSWS02","2014","2013-11-05","0.5471","0.7766","0.1389","2.3499","0.0874","A"
"HF004","2","GSWS02","2014","2013-11-06","0.464","0.5119","0.4183","1.9931","0.0741","A"
"HF004","2","GSWS02","2014","2013-11-07","0.6449","1.0892","0.3848","2.77","0.103","A"
"HF004","2","GSWS02","2014","2013-11-08","0.6101","0.7156","0.5119","2.6205","0.0975","A"
"HF004","2","GSWS02","2014","2013-11-09","0.4512","0.5059","0.4014","1.9381","0.0721","A"
"HF004","2","GSWS02","2014","2013-11-10","0.3691","0.4014","0.3361","1.5855","0.059","A"
"HF004","2","GSWS02","2014","2013-11-11","0.3136","0.3361","0.2946","1.3471","0.0501","A"
"HF004","2","GSWS02","2014","2013-11-12","0.2738","0.2946","0.2597","1.1759","0.0437","A"
"HF004","2","GSWS02","2014","2013-11-13","0.2458","0.2597","0.2356","1.0558","0.0393","A"
"HF004","2","GSWS02","2014","2013-11-14","0.225","0.2356","0.2169","0.9666","0.0359","A"
"HF004","2","GSWS02","2014","2013-11-15","0.2146","0.2646","0.2077","0.9216","0.0343","A"
"HF004","2","GSWS02","2014","2013-11-16","0.4223","0.6303","0.2745","1.8139","0.0675","A"
"HF004","2","GSWS02","2014","2013-11-17","0.4655","0.4999","0.3903","1.9995","0.0744","A"
"HF004","2","GSWS02","2014","2013-11-18","0.5137","0.9392","0.424","2.2065","0.0821","A"
"HF004","2","GSWS02","2014","2013-11-19","2.0108","2.8413","0.9465","8.637","0.3212","A"
"HF004","2","GSWS02","2014","2013-11-20","1.9393","2.6503","1.3652","8.3301","0.3098","A"
"HF004","2","GSWS02","2014","2013-11-21","1.1006","1.3652","0.9175","4.7275","0.1758","A"
"HF004","2","GSWS02","2014","2013-11-22","0.8055","0.9175","0.7023","3.4599","0.1287","A"
"HF004","2","GSWS02","2014","2013-11-23","0.6345","0.7023","0.5733","2.7253","0.1014","A"
"HF004","2","GSWS02","2014","2013-11-24","0.5268","0.5733","0.482","2.2629","0.0842","A"
"HF004","2","GSWS02","2014","2013-11-25","0.4447","0.482","0.4127","1.9102","0.071","A"
"HF004","2","GSWS02","2014","2013-11-26","0.3935","0.4127","0.3738","1.6903","0.0629","A"
"HF004","2","GSWS02","2014","2013-11-27","0.3571","0.3738","0.3414","1.5338","0.057","A"
"HF004","2","GSWS02","2014","2013-11-28","0.3222","0.3414","0.3048","1.3838","0.0515","A"
"HF004","2","GSWS02","2014","2013-11-29","0.2926","0.3048","0.2845","1.2567","0.0467","A"
"HF004","2","GSWS02","2014","2013-11-30","0.2709","0.2845","0.2646","1.1636","0.0433","A"
"HF004","2","GSWS02","2014","2013-12-01","0.3641","0.6048","0.2597","1.5637","0.0582","A"
"HF004","2","GSWS02","2014","2013-12-02","2.5118","3.6922","0.6368","10.7889","0.4012","A"
"HF004","2","GSWS02","2014","2013-12-03","1.3855","1.8531","1.0892","5.9512","0.2213","A"
"HF004","2","GSWS02","2014","2013-12-04","0.9509","1.0892","0.8321","4.0844","0.1519","A"
"HF004","2","GSWS02","2014","2013-12-05","0.7589","0.8321","0.6956","3.2597","0.1212","A"
"HF004","2","GSWS02","2014","2013-12-06","0.6505","0.6956","0.5984","2.7942","0.1039","A"
"HF004","2","GSWS02","2014","2013-12-07","0.5459","0.5984","0.4999","2.3448","0.0872","A"
"HF004","2","GSWS02","2014","2013-12-08","0.4733","0.4999","0.4469","2.033","0.0756","A"
"HF004","2","GSWS02","2014","2013-12-09","0.4336","0.4469","0.4183","1.8624","0.0693","A"
"HF004","2","GSWS02","2014","2013-12-10","0.4021","0.4183","0.3903","1.7273","0.0642","A"
"HF004","2","GSWS02","2014","2013-12-11","0.3766","0.3903","0.3683","1.6176","0.0602","A"
"HF004","2","GSWS02","2014","2013-12-12","0.3692","0.4014","0.3575","1.5859","0.059","A"
"HF004","2","GSWS02","2014","2013-12-13","0.3875","0.4014","0.3683","1.6645","0.0619","A"
"HF004","2","GSWS02","2014","2013-12-14","0.35","0.3683","0.3414","1.5033","0.0559","A"
"HF004","2","GSWS02","2014","2013-12-15","0.3329","0.3414","0.3256","1.4301","0.0532","A"
"HF004","2","GSWS02","2014","2013-12-16","0.3167","0.3256","0.31","1.3602","0.0506","A"
"HF004","2","GSWS02","2014","2013-12-17","0.3054","0.31","0.2997","1.3119","0.0488","A"
"HF004","2","GSWS02","2014","2013-12-18","0.2917","0.2997","0.2845","1.253","0.0466","A"
"HF004","2","GSWS02","2014","2013-12-19","0.2761","0.2845","0.2646","1.1861","0.0441","A"
"HF004","2","GSWS02","2014","2013-12-20","0.3147","0.4527","0.2646","1.3518","0.0503","A"
"HF004","2","GSWS02","2014","2013-12-21","0.4067","0.4527","0.3903","1.7469","0.065","A"
"HF004","2","GSWS02","2014","2013-12-22","0.4415","0.4585","0.4014","1.8966","0.0705","A"
"HF004","2","GSWS02","2014","2013-12-23","0.4584","0.5059","0.424","1.9688","0.0732","A"
"HF004","2","GSWS02","2014","2013-12-24","0.4655","0.482","0.4585","1.9995","0.0744","A"
"HF004","2","GSWS02","2014","2013-12-25","0.4469","0.4585","0.4354","1.9194","0.0714","A"
"HF004","2","GSWS02","2014","2013-12-26","0.4169","0.4354","0.4014","1.7905","0.0666","A"
"HF004","2","GSWS02","2014","2013-12-27","0.3847","0.4014","0.3683","1.6525","0.0615","A"
"HF004","2","GSWS02","2014","2013-12-28","0.3538","0.3683","0.3414","1.5199","0.0565","A"
"HF004","2","GSWS02","2014","2013-12-29","0.3315","0.3414","0.3203","1.4239","0.053","A"
"HF004","2","GSWS02","2014","2013-12-30","0.3134","0.3256","0.3048","1.3461","0.0501","A"
"HF004","2","GSWS02","2014","2013-12-31","0.2951","0.3048","0.2845","1.2676","0.0471","A"
"HF004","2","GSWS02","2014","2014-01-01","0.2803","0.2845","0.2745","1.204","0.0448","A"
"HF004","2","GSWS02","2014","2014-01-02","0.269","0.2745","0.2597","1.1555","0.043","A"
"HF004","2","GSWS02","2014","2014-01-03","0.2609","0.2745","0.2548","1.1206","0.0417","A"
"HF004","2","GSWS02","2014","2014-01-04","0.2472","0.2548","0.2404","1.062","0.0395","A"
"HF004","2","GSWS02","2014","2014-01-05","0.2335","0.2404","0.2262","1.0031","0.0373","A"
"HF004","2","GSWS02","2014","2014-01-06","0.2251","0.2262","0.2215","0.967","0.036","A"
"HF004","2","GSWS02","2014","2014-01-07","0.2656","0.407","0.2215","1.1407","0.0424","A"
"HF004","2","GSWS02","2014","2014-01-08","0.6666","1.122","0.3903","2.8632","0.1065","A"
"HF004","2","GSWS02","2014","2014-01-09","1.0887","1.3774","0.9758","4.6761","0.1739","A"
"HF004","2","GSWS02","2014","2014-01-10","1.2443","1.3051","1.1001","5.3446","0.1988","A"
"HF004","2","GSWS02","2014","2014-01-11","1.3624","1.7827","1.0463","5.8519","0.2176","A"
"HF004","2","GSWS02","2014","2014-01-12","2.0296","2.3204","1.755","8.7176","0.3242","A"
"HF004","2","GSWS02","2014","2014-01-13","2.1308","2.3684","1.8248","9.1523","0.3404","A"
"HF004","2","GSWS02","2014","2014-01-14","1.5449","1.8248","1.317","6.6359","0.2468","A"
"HF004","2","GSWS02","2014","2014-01-15","1.1406","1.317","1.0128","4.8991","0.1822","A"
"HF004","2","GSWS02","2014","2014-01-16","0.9344","1.0128","0.8602","4.0136","0.1493","A"
"HF004","2","GSWS02","2014","2014-01-17","0.7995","0.8602","0.7358","3.4339","0.1277","A"
"HF004","2","GSWS02","2014","2014-01-18","0.6798","0.7358","0.6303","2.9201","0.1086","A"
"HF004","2","GSWS02","2014","2014-01-19","0.5898","0.6303","0.5485","2.5336","0.0942","A"
"HF004","2","GSWS02","2014","2014-01-20","0.5153","0.5485","0.488","2.2133","0.0823","A"
"HF004","2","GSWS02","2014","2014-01-21","0.4625","0.488","0.4412","1.9865","0.0739","A"
"HF004","2","GSWS02","2014","2014-01-22","0.4266","0.4469","0.407","1.8325","0.0681","A"
"HF004","2","GSWS02","2014","2014-01-23","0.3972","0.407","0.3848","1.7061","0.0634","A"
"HF004","2","GSWS02","2014","2014-01-24","0.3728","0.3848","0.3629","1.6012","0.0595","A"
"HF004","2","GSWS02","2014","2014-01-25","0.3471","0.3629","0.3361","1.491","0.0554","A"
"HF004","2","GSWS02","2014","2014-01-26","0.3322","0.3361","0.3256","1.427","0.0531","A"
"HF004","2","GSWS02","2014","2014-01-27","0.3158","0.3256","0.3048","1.3565","0.0504","A"
"HF004","2","GSWS02","2014","2014-01-28","0.4424","1.0278","0.2997","1.9","0.0707","A"
"HF004","2","GSWS02","2014","2014-01-29","1.4393","1.673","1.0353","6.1822","0.2299","A"
"HF004","2","GSWS02","2014","2014-01-30","1.387","1.58","1.1552","5.9578","0.2216","A"
"HF004","2","GSWS02","2014","2014-01-31","1.0169","1.1552","0.9175","4.3678","0.1624","A"
"HF004","2","GSWS02","2014","2014-02-01","0.8441","0.9175","0.7834","3.6259","0.1348","A"
"HF004","2","GSWS02","2014","2014-02-02","0.7354","0.7834","0.689","3.1589","0.1175","A"
"HF004","2","GSWS02","2014","2014-02-03","0.6492","0.689","0.6111","2.7884","0.1037","A"
"HF004","2","GSWS02","2014","2014-02-04","0.5783","0.6111","0.5485","2.4841","0.0924","A"
"HF004","2","GSWS02","2014","2014-02-05","0.5162","0.5485","0.4702","2.2172","0.0825","A"
"HF004","2","GSWS02","2014","2014-02-06","0.4854","0.4939","0.4702","2.0851","0.0775","A"
"HF004","2","GSWS02","2014","2014-02-07","0.477","0.5059","0.4585","2.0487","0.0762","A"
"HF004","2","GSWS02","2014","2014-02-08","0.842","1.2697","0.4939","3.6165","0.1345","A"
"HF004","2","GSWS02","2014","2014-02-09","1.8003","2.0575","1.2697","7.733","0.2876","A"
"HF004","2","GSWS02","2014","2014-02-10","2.169","2.499","1.9393","9.3166","0.3465","A"
"HF004","2","GSWS02","2014","2014-02-11","3.0463","4.5651","2.499","13.0849","0.4866","A"
"HF004","2","GSWS02","2014","2014-02-12","13.4341","17.4177","4.6325","57.7037","2.146","A"
"HF004","2","GSWS02","2014","2014-02-13","9.3358","13.6714","6.2807","40.1001","1.4913","A"
"HF004","2","GSWS02","2014","2014-02-14","8.8023","9.7681","6.2807","37.8085","1.4061","A"
"HF004","2","GSWS02","2014","2014-02-15","7.704","8.2413","7.2927","33.091","1.2307","A"
"HF004","2","GSWS02","2014","2014-02-16","6.411","7.5746","5.1494","27.537","1.0241","A"
"HF004","2","GSWS02","2014","2014-02-17","4.807","5.1846","4.4814","20.6477","0.7679","A"
"HF004","2","GSWS02","2014","2014-02-18","5.404","6.1676","5.0096","23.2116","0.8632","A"
"HF004","2","GSWS02","2014","2014-02-19","5.2432","5.9437","4.3158","22.5212","0.8376","A"
"HF004","2","GSWS02","2014","2014-02-20","3.9043","4.3158","3.6922","16.7702","0.6237","A"
"HF004","2","GSWS02","2014","2014-02-21","3.5342","3.7233","3.2625","15.1804","0.5646","A"
"HF004","2","GSWS02","2014","2014-02-22","2.8036","3.2625","2.3846","12.0424","0.4479","A"
"HF004","2","GSWS02","2014","2014-02-23","2.0592","2.3846","1.8389","8.8448","0.3289","A"
"HF004","2","GSWS02","2014","2014-02-24","1.5924","1.8248","1.4143","6.8399","0.2544","A"
"HF004","2","GSWS02","2014","2014-02-25","1.2904","1.4143","1.1777","5.5426","0.2061","A"
"HF004","2","GSWS02","2014","2014-02-26","1.0938","1.1777","1.0203","4.6983","0.1747","A"
"HF004","2","GSWS02","2014","2014-02-27","1.0181","1.111","0.9611","4.3729","0.1626","A"
"HF004","2","GSWS02","2014","2014-02-28","0.9161","0.9611","0.8816","3.9349","0.1463","A"
"HF004","2","GSWS02","2014","2014-03-01","1.126","1.528","0.903","4.8367","0.1799","A"
"HF004","2","GSWS02","2014","2014-03-02","2.3216","3.1126","1.5023","9.9718","0.3709","A"
