"STCODE","FORMAT","SITECODE","WATERYEAR","DATE","MEAN_Q","MAX_Q","MIN_Q","MEAN_Q_AREA","TOTAL_Q_AREA","ESTCODE"
"HF004","2","GSWS08","2015","2014-10-01","0.0109","0.0143","0.0088","0.1315","0.0049","A"
"HF004","2","GSWS08","2015","2014-10-02","0.008","0.0088","0.0073","0.0968","0.0036","A"
"HF004","2","GSWS08","2015","2014-10-03","0.0068","0.0073","0.0062","0.0823","0.0031","A"
"HF004","2","GSWS08","2015","2014-10-04","0.006","0.0062","0.0055","0.072","0.0027","A"
"HF004","2","GSWS08","2015","2014-10-05","0.0055","0.0055","0.0055","0.0664","0.0025","A"
"HF004","2","GSWS08","2015","2014-10-06","0.0054","0.0055","0.0048","0.0651","0.0024","A"
"HF004","2","GSWS08","2015","2014-10-07","0.0049","0.0052","0.0048","0.0594","0.0022","A"
"HF004","2","GSWS08","2015","2014-10-08","0.0048","0.0048","0.0048","0.0585","0.0022","A"
"HF004","2","GSWS08","2015","2014-10-09","0.0048","0.0048","0.0045","0.0581","0.0022","A"
"HF004","2","GSWS08","2015","2014-10-10","0.0045","0.0045","0.0045","0.0548","0.002","A"
"HF004","2","GSWS08","2015","2014-10-11","0.0077","0.0128","0.0045","0.0933","0.0035","A"
"HF004","2","GSWS08","2015","2014-10-12","0.0064","0.0073","0.0058","0.0769","0.0029","A"
"HF004","2","GSWS08","2015","2014-10-13","0.0057","0.0058","0.0052","0.0683","0.0025","A"
"HF004","2","GSWS08","2015","2014-10-14","0.0094","0.0119","0.0052","0.113","0.0042","A"
"HF004","2","GSWS08","2015","2014-10-15","0.0386","0.0493","0.0097","0.4661","0.0173","A"
"HF004","2","GSWS08","2015","2014-10-16","0.0194","0.041","0.0119","0.2339","0.0087","A"
"HF004","2","GSWS08","2015","2014-10-17","0.0108","0.0119","0.0101","0.1309","0.0049","A"
"HF004","2","GSWS08","2015","2014-10-18","0.0099","0.0101","0.0093","0.1192","0.0044","A"
"HF004","2","GSWS08","2015","2014-10-19","0.0084","0.0093","0.0077","0.1015","0.0038","A"
"HF004","2","GSWS08","2015","2014-10-20","0.0246","0.0638","0.0077","0.2975","0.0111","A"
"HF004","2","GSWS08","2015","2014-10-21","0.0445","0.0629","0.0279","0.5369","0.02","A"
"HF004","2","GSWS08","2015","2014-10-22","0.1085","0.5419","0.0279","1.3103","0.0487","A"
"HF004","2","GSWS08","2015","2014-10-23","0.2256","0.5939","0.0853","2.7241","0.1013","A"
"HF004","2","GSWS08","2015","2014-10-24","0.0634","0.0842","0.0519","0.7661","0.0285","A"
"HF004","2","GSWS08","2015","2014-10-25","0.0509","0.081","0.0402","0.6151","0.0229","A"
"HF004","2","GSWS08","2015","2014-10-26","0.1436","0.1755","0.081","1.7339","0.0645","A"
"HF004","2","GSWS08","2015","2014-10-27","0.1054","0.1525","0.0768","1.2723","0.0473","A"
"HF004","2","GSWS08","2015","2014-10-28","0.1036","0.1968","0.0638","1.2513","0.0465","A"
"HF004","2","GSWS08","2015","2014-10-29","0.1167","0.1682","0.0875","1.4087","0.0524","A"
"HF004","2","GSWS08","2015","2014-10-30","0.1032","0.3105","0.0667","1.2461","0.0463","A"
"HF004","2","GSWS08","2015","2014-10-31","0.369","0.5939","0.2434","4.4557","0.1657","A"
"HF004","2","GSWS08","2015","2014-11-01","0.1797","0.2415","0.1401","2.1698","0.0807","A"
"HF004","2","GSWS08","2015","2014-11-02","0.1163","0.1401","0.1","1.4039","0.0522","A"
"HF004","2","GSWS08","2015","2014-11-03","0.0975","0.1","0.0931","1.1777","0.0438","A"
"HF004","2","GSWS08","2015","2014-11-04","0.1919","0.2434","0.0931","2.3169","0.0862","A"
"HF004","2","GSWS08","2015","2014-11-05","0.1779","0.2078","0.1539","2.1478","0.0799","A"
"HF004","2","GSWS08","2015","2014-11-06","0.134","0.1539","0.1181","1.6175","0.0602","A"
"HF004","2","GSWS08","2015","2014-11-07","0.1055","0.1181","0.0965","1.2735","0.0474","A"
"HF004","2","GSWS08","2015","2014-11-08","0.088","0.0965","0.081","1.0622","0.0395","A"
"HF004","2","GSWS08","2015","2014-11-09","0.0775","0.081","0.0748","0.9363","0.0348","A"
"HF004","2","GSWS08","2015","2014-11-10","0.0702","0.0748","0.0658","0.8475","0.0315","A"
"HF004","2","GSWS08","2015","2014-11-11","0.0619","0.0658","0.0591","0.7474","0.0278","A"
"HF004","2","GSWS08","2015","2014-11-12","0.0578","0.0591","0.0564","0.6983","0.026","A"
"HF004","2","GSWS08","2015","2014-11-13","0.2038","0.5618","0.0564","2.4612","0.0915","A"
"HF004","2","GSWS08","2015","2014-11-14","0.6843","0.8424","0.5168","8.263","0.3073","A"
"HF004","2","GSWS08","2015","2014-11-15","0.3933","0.5168","0.3191","4.7489","0.1766","A"
"HF004","2","GSWS08","2015","2014-11-16","0.2728","0.3191","0.2321","3.2945","0.1225","A"
"HF004","2","GSWS08","2015","2014-11-17","0.2043","0.2321","0.177","2.4672","0.0918","A"
"HF004","2","GSWS08","2015","2014-11-18","0.1576","0.177","0.1401","1.903","0.0708","A"
"HF004","2","GSWS08","2015","2014-11-19","0.1269","0.1401","0.1168","1.5328","0.057","A"
"HF004","2","GSWS08","2015","2014-11-20","0.1426","0.1624","0.1218","1.7216","0.064","A"
"HF004","2","GSWS08","2015","2014-11-21","0.4716","1.9598","0.1143","5.695","0.2118","A"
"HF004","2","GSWS08","2015","2014-11-22","1.2898","1.9545","0.8459","15.5754","0.5793","A"
"HF004","2","GSWS08","2015","2014-11-23","0.7097","0.8424","0.5968","8.5697","0.3187","A"
"HF004","2","GSWS08","2015","2014-11-24","0.5029","0.5968","0.4347","6.0726","0.2258","A"
"HF004","2","GSWS08","2015","2014-11-25","0.44","0.4842","0.3975","5.3132","0.1976","A"
"HF004","2","GSWS08","2015","2014-11-26","0.3975","0.45","0.3596","4.8003","0.1785","A"
"HF004","2","GSWS08","2015","2014-11-27","0.4409","0.6513","0.3368","5.3247","0.198","A"
"HF004","2","GSWS08","2015","2014-11-28","1.4618","3.6047","0.6513","17.6517","0.6565","A"
"HF004","2","GSWS08","2015","2014-11-29","1.9168","2.8957","1.3225","23.1458","0.8608","A"
