"STCODE","FORMAT","SITECODE","WATERYEAR","DATE","MEAN_Q","MAX_Q","MIN_Q","MEAN_Q_AREA","TOTAL_Q_AREA","ESTCODE"
"HF004","2","GSWS07","2014","2013-10-01","0.2013","0.2179","0.1753","3.3898","0.1261","A"
"HF004","2","GSWS07","2014","2013-10-02","0.1401","0.1753","0.1191","2.3596","0.0878","A"
"HF004","2","GSWS07","2014","2013-10-03","0.1044","0.1191","0.0897","1.7586","0.0654","A"
"HF004","2","GSWS07","2014","2013-10-04","0.079","0.0897","0.0687","1.3307","0.0495","A"
"HF004","2","GSWS07","2014","2013-10-05","0.0609","0.0687","0.0542","1.0249","0.0381","A"
"HF004","2","GSWS07","2014","2013-10-06","0.0501","0.0542","0.0463","0.8429","0.0313","A"
"HF004","2","GSWS07","2014","2013-10-07","0.0451","0.0463","0.043","0.7596","0.0283","A"
"HF004","2","GSWS07","2014","2013-10-08","0.0489","0.0647","0.0414","0.823","0.0306","A"
"HF004","2","GSWS07","2014","2013-10-09","0.0512","0.0551","0.048","0.8623","0.0321","A"
"HF004","2","GSWS07","2014","2013-10-10","0.0449","0.048","0.0422","0.7559","0.0281","A"
"HF004","2","GSWS07","2014","2013-10-11","0.0398","0.0422","0.0383","0.6698","0.0249","A"
"HF004","2","GSWS07","2014","2013-10-12","0.0371","0.0383","0.0354","0.624","0.0232","A"
"HF004","2","GSWS07","2014","2013-10-13","0.0341","0.0354","0.0325","0.5748","0.0214","A"
"HF004","2","GSWS07","2014","2013-10-14","0.0312","0.0325","0.0298","0.5255","0.0195","A"
"HF004","2","GSWS07","2014","2013-10-15","0.0291","0.0298","0.0285","0.4902","0.0182","A"
"HF004","2","GSWS07","2014","2013-10-16","0.0276","0.0285","0.0265","0.4654","0.0173","A"
"HF004","2","GSWS07","2014","2013-10-17","0.0259","0.0265","0.0253","0.4368","0.0162","A"
"HF004","2","GSWS07","2014","2013-10-18","0.0247","0.0253","0.0241","0.4154","0.0154","A"
"HF004","2","GSWS07","2014","2013-10-19","0.0235","0.0241","0.0229","0.3965","0.0147","A"
"HF004","2","GSWS07","2014","2013-10-20","0.0224","0.0229","0.0218","0.3769","0.014","A"
"HF004","2","GSWS07","2014","2013-10-21","0.0212","0.0218","0.0207","0.3571","0.0133","A"
"HF004","2","GSWS07","2014","2013-10-22","0.0204","0.0207","0.0201","0.343","0.0128","A"
"HF004","2","GSWS07","2014","2013-10-23","0.0194","0.0201","0.0185","0.3264","0.0121","A"
"HF004","2","GSWS07","2014","2013-10-24","0.0178","0.0185","0.017","0.3004","0.0112","A"
"HF004","2","GSWS07","2014","2013-10-25","0.0165","0.017","0.016","0.2776","0.0103","A"
"HF004","2","GSWS07","2014","2013-10-26","0.0153","0.016","0.0146","0.2584","0.0096","A"
"HF004","2","GSWS07","2014","2013-10-27","0.0174","0.0298","0.0146","0.2936","0.0109","A"
"HF004","2","GSWS07","2014","2013-10-28","0.0151","0.016","0.0141","0.2544","0.0095","A"
"HF004","2","GSWS07","2014","2013-10-29","0.0137","0.0141","0.0128","0.2306","0.0086","A"
"HF004","2","GSWS07","2014","2013-10-30","0.0127","0.0128","0.0124","0.2132","0.0079","A"
"HF004","2","GSWS07","2014","2013-10-31","0.0119","0.0124","0.0116","0.2003","0.0075","A"
"HF004","2","GSWS07","2014","2013-11-01","0.0111","0.012","0.0108","0.1878","0.007","A"
"HF004","2","GSWS07","2014","2013-11-02","0.0233","0.0399","0.0108","0.3932","0.0146","A"
"HF004","2","GSWS07","2014","2013-11-03","0.0188","0.0196","0.0185","0.3165","0.0118","A"
"HF004","2","GSWS07","2014","2013-11-04","0.0183","0.019","0.018","0.3089","0.0115","A"
