"STCODE","FORMAT","SITECODE","WATERYEAR","DATE","MEAN_Q","MAX_Q","MIN_Q","MEAN_Q_AREA","TOTAL_Q_AREA","ESTCODE"
"HF004","2","GSWS10","2014","2013-10-01","0.1736","0.2082","0.1349","4.3903","0.1633","A"
"HF004","2","GSWS10","2014","2013-10-02","0.0839","0.142","0.0562","2.1219","0.0789","A"
"HF004","2","GSWS10","2014","2013-10-03","0.0455","0.058","0.0348","1.1505","0.0428","A"
"HF004","2","GSWS10","2014","2013-10-04","0.0282","0.0348","0.0212","0.713","0.0265","A"
"HF004","2","GSWS10","2014","2013-10-05","0.0188","0.0228","0.0153","0.4755","0.0177","A"
"HF004","2","GSWS10","2014","2013-10-06","0.0136","0.0167","0.0116","0.3452","0.0128","A"
"HF004","2","GSWS10","2014","2013-10-07","0.013","0.0167","0.0104","0.3283","0.0122","A"
"HF004","2","GSWS10","2014","2013-10-08","0.02","0.0348","0.0128","0.5062","0.0188","A"
"HF004","2","GSWS10","2014","2013-10-09","0.0233","0.0335","0.0181","0.5892","0.0219","A"
"HF004","2","GSWS10","2014","2013-10-10","0.0156","0.0181","0.0128","0.3951","0.0147","A"
"HF004","2","GSWS10","2014","2013-10-11","0.0121","0.014","0.0104","0.3068","0.0114","A"
"HF004","2","GSWS10","2014","2013-10-12","0.0104","0.0116","0.0093","0.2623","0.0098","A"
"HF004","2","GSWS10","2014","2013-10-13","0.0087","0.0104","0.0073","0.2209","0.0082","A"
"HF004","2","GSWS10","2014","2013-10-14","0.007","0.0083","0.0064","0.1758","0.0065","A"
"HF004","2","GSWS10","2014","2013-10-15","0.0066","0.0073","0.0064","0.1677","0.0062","A"
"HF004","2","GSWS10","2014","2013-10-16","0.0063","0.0064","0.0056","0.1601","0.006","A"
"HF004","2","GSWS10","2014","2013-10-17","0.0058","0.0064","0.0056","0.1462","0.0054","A"
"HF004","2","GSWS10","2014","2013-10-18","0.0055","0.0064","0.0048","0.1391","0.0052","A"
"HF004","2","GSWS10","2014","2013-10-19","0.0048","0.0056","0.0048","0.1226","0.0046","A"
"HF004","2","GSWS10","2014","2013-10-20","0.0047","0.0048","0.004","0.118","0.0044","A"
"HF004","2","GSWS10","2014","2013-10-21","0.0049","0.0073","0.0027","0.1237","0.0046","A"
"HF004","2","GSWS10","2014","2013-10-22","0.0065","0.0073","0.0064","0.1654","0.0062","A"
"HF004","2","GSWS10","2014","2013-10-23","0.0058","0.0073","0.0056","0.1476","0.0055","A"
"HF004","2","GSWS10","2014","2013-10-24","0.006","0.0073","0.0056","0.1521","0.0057","A"
"HF004","2","GSWS10","2014","2013-10-25","0.0058","0.0064","0.0056","0.1456","0.0054","A"
"HF004","2","GSWS10","2014","2013-10-26","0.0058","0.0064","0.0056","0.1469","0.0055","A"
"HF004","2","GSWS10","2014","2013-10-27","0.0118","0.0297","0.0056","0.2985","0.0111","A"
"HF004","2","GSWS10","2014","2013-10-28","0.0112","0.0153","0.0093","0.2845","0.0106","A"
"HF004","2","GSWS10","2014","2013-10-29","0.0088","0.0116","0.0083","0.2236","0.0083","A"
"HF004","2","GSWS10","2014","2013-10-30","0.0083","0.0093","0.0083","0.2101","0.0078","A"
