"STCODE","FORMAT","SITECODE","WATERYEAR","DATE","MEAN_Q","MAX_Q","MIN_Q","MEAN_Q_AREA","TOTAL_Q_AREA","ESTCODE"
"HF004","2","GSWS07","2015","2014-10-01","0.0066","0.0072","0.0063","0.1119","0.0042","A"
"HF004","2","GSWS07","2015","2014-10-02","0.0059","0.0063","0.0054","0.0991","0.0037","A"
"HF004","2","GSWS07","2015","2014-10-03","0.0055","0.0057","0.0054","0.0924","0.0034","A"
"HF004","2","GSWS07","2015","2014-10-04","0.0052","0.0054","0.0049","0.0874","0.0033","A"
"HF004","2","GSWS07","2015","2014-10-05","0.0049","0.0049","0.0046","0.0819","0.003","A"
"HF004","2","GSWS07","2015","2014-10-06","0.0049","0.0051","0.0046","0.082","0.003","A"
"HF004","2","GSWS07","2015","2014-10-07","0.0048","0.0054","0.0046","0.0808","0.003","A"
"HF004","2","GSWS07","2015","2014-10-08","0.0046","0.0046","0.0046","0.0779","0.0029","A"
"HF004","2","GSWS07","2015","2014-10-09","0.0046","0.0046","0.0046","0.0779","0.0029","A"
"HF004","2","GSWS07","2015","2014-10-10","0.0046","0.0046","0.0046","0.0779","0.0029","A"
"HF004","2","GSWS07","2015","2014-10-11","0.0057","0.0078","0.0046","0.0956","0.0036","A"
"HF004","2","GSWS07","2015","2014-10-12","0.0053","0.0057","0.0046","0.09","0.0033","A"
"HF004","2","GSWS07","2015","2014-10-13","0.0048","0.0049","0.0046","0.0804","0.003","A"
"HF004","2","GSWS07","2015","2014-10-14","0.0065","0.0096","0.0046","0.1096","0.0041","A"
"HF004","2","GSWS07","2015","2014-10-15","0.0148","0.0272","0.01","0.2495","0.0093","A"
"HF004","2","GSWS07","2015","2014-10-16","0.0081","0.0116","0.0069","0.1368","0.0051","A"
"HF004","2","GSWS07","2015","2014-10-17","0.0067","0.0069","0.0066","0.113","0.0042","A"
"HF004","2","GSWS07","2015","2014-10-18","0.0066","0.0066","0.0066","0.1107","0.0041","A"
"HF004","2","GSWS07","2015","2014-10-19","0.0063","0.0066","0.006","0.1053","0.0039","A"
"HF004","2","GSWS07","2015","2014-10-20","0.0122","0.0346","0.006","0.2055","0.0076","A"
"HF004","2","GSWS07","2015","2014-10-21","0.0144","0.0212","0.0096","0.2424","0.009","A"
"HF004","2","GSWS07","2015","2014-10-22","0.0426","0.1978","0.0104","0.718","0.0267","A"
"HF004","2","GSWS07","2015","2014-10-23","0.0601","0.196","0.0235","1.0124","0.0376","A"
"HF004","2","GSWS07","2015","2014-10-24","0.019","0.0235","0.016","0.3193","0.0119","A"
"HF004","2","GSWS07","2015","2014-10-25","0.0188","0.0332","0.0128","0.3168","0.0118","A"
"HF004","2","GSWS07","2015","2014-10-26","0.0526","0.0698","0.0311","0.8855","0.0329","A"
"HF004","2","GSWS07","2015","2014-10-27","0.0345","0.0497","0.0235","0.5811","0.0216","A"
"HF004","2","GSWS07","2015","2014-10-28","0.0378","0.0783","0.0196","0.6368","0.0237","A"
"HF004","2","GSWS07","2015","2014-10-29","0.043","0.0627","0.0305","0.7239","0.0269","A"
"HF004","2","GSWS07","2015","2014-10-30","0.0389","0.1204","0.0218","0.655","0.0244","A"
"HF004","2","GSWS07","2015","2014-10-31","0.132","0.1907","0.0817","2.2238","0.0827","A"
"HF004","2","GSWS07","2015","2014-11-01","0.0548","0.0805","0.0391","0.9235","0.0343","A"
"HF004","2","GSWS07","2015","2014-11-02","0.0322","0.0391","0.0285","0.5418","0.0202","A"
"HF004","2","GSWS07","2015","2014-11-03","0.0279","0.0285","0.0272","0.4702","0.0175","A"
"HF004","2","GSWS07","2015","2014-11-04","0.0692","0.0839","0.0272","1.165","0.0433","A"
"HF004","2","GSWS07","2015","2014-11-05","0.0642","0.0805","0.0506","1.082","0.0402","A"
"HF004","2","GSWS07","2015","2014-11-06","0.0429","0.0506","0.0368","0.7234","0.0269","A"
"HF004","2","GSWS07","2015","2014-11-07","0.0327","0.0368","0.0291","0.5505","0.0205","A"
"HF004","2","GSWS07","2015","2014-11-08","0.0272","0.0291","0.0253","0.4582","0.017","A"
"HF004","2","GSWS07","2015","2014-11-09","0.0239","0.0253","0.0229","0.4029","0.015","A"
"HF004","2","GSWS07","2015","2014-11-10","0.0215","0.0229","0.0201","0.3619","0.0135","A"
"HF004","2","GSWS07","2015","2014-11-11","0.0186","0.0201","0.0175","0.3136","0.0117","A"
"HF004","2","GSWS07","2015","2014-11-12","0.017","0.0175","0.0165","0.2862","0.0106","A"
"HF004","2","GSWS07","2015","2014-11-13","0.0825","0.237","0.0165","1.3902","0.0517","A"
"HF004","2","GSWS07","2015","2014-11-14","0.2888","0.3526","0.2086","4.8635","0.1809","A"
"HF004","2","GSWS07","2015","2014-11-15","0.1382","0.2086","0.0982","2.3274","0.0866","A"
"HF004","2","GSWS07","2015","2014-11-16","0.0802","0.0982","0.0677","1.3511","0.0502","A"
"HF004","2","GSWS07","2015","2014-11-17","0.0596","0.0677","0.0533","1.0046","0.0374","A"
"HF004","2","GSWS07","2015","2014-11-18","0.049","0.0533","0.0447","0.8245","0.0307","A"
"HF004","2","GSWS07","2015","2014-11-19","0.0428","0.0506","0.0399","0.7212","0.0268","A"
"HF004","2","GSWS07","2015","2014-11-20","0.0521","0.0598","0.0472","0.8767","0.0326","A"
"HF004","2","GSWS07","2015","2014-11-21","0.2171","0.9337","0.0463","3.6559","0.136","A"
"HF004","2","GSWS07","2015","2014-11-22","0.6597","0.9377","0.4233","11.1114","0.4132","A"
"HF004","2","GSWS07","2015","2014-11-23","0.3366","0.4233","0.2715","5.6687","0.2108","E"
"HF004","2","GSWS07","2015","2014-11-24","0.222","0.2715","0.196","3.7389","0.139","A"
"HF004","2","GSWS07","2015","2014-11-25","0.2056","0.2123","0.1978","3.4621","0.1288","A"
"HF004","2","GSWS07","2015","2014-11-26","0.1953","0.205","0.1804","3.2893","0.1223","A"
"HF004","2","GSWS07","2015","2014-11-27","0.2113","0.304","0.1687","3.559","0.1324","A"
"HF004","2","GSWS07","2015","2014-11-28","0.7401","1.6647","0.3062","12.4648","0.4636","A"
"HF004","2","GSWS07","2015","2014-11-29","1.3047","1.6918","0.8749","21.9744","0.8172","A"
"HF004","2","GSWS07","2015","2014-11-30","0.6619","0.871","0.4585","11.1474","0.4146","A"
"HF004","2","GSWS07","2015","2014-12-01","0.3871","0.4585","0.3526","6.5189","0.2424","A"
"HF004","2","GSWS07","2015","2014-12-02","0.322","0.3526","0.2886","5.4239","0.2017","A"
"HF004","2","GSWS07","2015","2014-12-03","0.258","0.2908","0.2351","4.346","0.1616","A"
"HF004","2","GSWS07","2015","2014-12-04","0.251","0.2694","0.2351","4.2279","0.1572","A"
"HF004","2","GSWS07","2015","2014-12-05","0.2437","0.2653","0.2293","4.104","0.1526","A"
