"STCODE","FORMAT","SITECODE","WATERYEAR","BEGIN_DATETIME","END_DATETIME","TOTAL_Q_SMPL","ESTCODE"
"HF004","1","GSWS01",2015,"2014-10-01 00:00:00","2014-10-14 18:00:00",0.086
"HF004","1","GSWS01",2015,"2014-10-14 18:00:00","2014-11-04 18:55:00",1.152
"HF004","1","GSWS01",2015,"2014-11-04 18:55:00","2014-11-24 16:35:00",4.169
"HF004","1","GSWS01",2015,"2014-11-24 16:35:00","2014-12-16 17:10:00",6.248
"HF004","1","GSWS01",2015,"2014-12-16 17:10:00","2015-01-06 18:00:00",11.114
"HF004","1","GSWS01",2015,"2015-01-06 18:00:00","2015-01-27 10:25:00",3.559
"HF004","1","GSWS01",2015,"2015-01-27 10:25:00","2015-02-17 16:20:00",4.007
"HF004","1","GSWS01",2015,"2015-02-17 16:20:00","2015-03-10 14:15:00",0.997
"HF004","1","GSWS01",2015,"2015-03-10 14:15:00","2015-03-31 14:30:00",1.799
"HF004","1","GSWS01",2015,"2015-03-31 14:30:00","2015-04-21 15:25:00",1.571
"HF004","1","GSWS01",2015,"2015-04-21 15:25:00","2015-05-12 17:05:00",0.699
