"STCODE","FORMAT","SITECODE","WATERYEAR","DATE","MEAN_Q","MAX_Q","MIN_Q","MEAN_Q_AREA","TOTAL_Q_AREA","ESTCODE","ESTDAYS","TOTAL_DAYS"
"HF004","2","GSWS08","2014","2014","9","0.1126","3.6926","0.0061","1.3599","1.5174","A","0","30"
"HF004","2","GSWS08","2014","2013","10","0.1322","0.8494","0.0395","1.596","1.84","A","0","31"
"HF004","2","GSWS08","2014","2013","11","0.1075","0.2247","0.0387","1.2979","0.2571","A","0","6"
