"STCODE","FORMAT","SITECODE","WATERYEAR","DATE","MEAN_Q","MAX_Q","MIN_Q","MEAN_Q_AREA","TOTAL_Q_AREA","ESTCODE"
"HF004","2","GSWS01","2015","2014-10-01","0.0725","0.0744","0.0697","0.1959","0.0073","A"
"HF004","2","GSWS01","2015","2014-10-02","0.0697","0.0697","0.0697","0.1881","0.007","A"
"HF004","2","GSWS01","2015","2014-10-03","0.0653","0.0697","0.0606","0.1764","0.0066","A"
"HF004","2","GSWS01","2015","2014-10-04","0.0583","0.0606","0.0563","0.1574","0.0059","A"
"HF004","2","GSWS01","2015","2014-10-05","0.0559","0.0606","0.0521","0.1509","0.0056","A"
"HF004","2","GSWS01","2015","2014-10-06","0.0563","0.0563","0.0563","0.152","0.0057","A"
"HF004","2","GSWS01","2015","2014-10-07","0.0573","0.0606","0.0563","0.1547","0.0058","A"
"HF004","2","GSWS01","2015","2014-10-08","0.0606","0.0606","0.0606","0.1637","0.0061","A"
"HF004","2","GSWS01","2015","2014-10-09","0.0584","0.0606","0.0563","0.1578","0.0059","A"
"HF004","2","GSWS01","2015","2014-10-10","0.0563","0.0563","0.0563","0.152","0.0057","A"
"HF004","2","GSWS01","2015","2014-10-11","0.0627","0.0792","0.0563","0.1694","0.0063","A"
"HF004","2","GSWS01","2015","2014-10-12","0.0685","0.0792","0.0651","0.1849","0.0069","A"
"HF004","2","GSWS01","2015","2014-10-13","0.0613","0.0651","0.0606","0.1656","0.0062","A"
"HF004","2","GSWS01","2015","2014-10-14","0.0723","0.0997","0.0563","0.1952","0.0073","A"
"HF004","2","GSWS01","2015","2014-10-15","0.1661","0.2453","0.0892","0.4484","0.0167","A"
"HF004","2","GSWS01","2015","2014-10-16","0.1313","0.2361","0.0997","0.3545","0.0132","A"
"HF004","2","GSWS01","2015","2014-10-17","0.0897","0.0997","0.0841","0.2422","0.009","A"
"HF004","2","GSWS01","2015","2014-10-18","0.0969","0.0997","0.0892","0.2615","0.0097","A"
"HF004","2","GSWS01","2015","2014-10-19","0.0867","0.1163","0.0841","0.2341","0.0087","A"
"HF004","2","GSWS01","2015","2014-10-20","0.15","0.2224","0.0744","0.4051","0.0151","A"
"HF004","2","GSWS01","2015","2014-10-21","0.2425","0.4019","0.1818","0.6548","0.0244","A"
