"STCODE","FORMAT","SITECODE","WATERYEAR","BEGIN_DATETIME","END_DATETIME","TOTAL_Q_SMPL","ESTCODE"
"HF004","1","GSWS02",2015,"2014-10-01 00:00:00","2014-10-14 17:20:00",0.057
"HF004","1","GSWS02",2015,"2014-10-14 17:20:00","2014-11-04 17:00:00",1.01
"HF004","1","GSWS02",2015,"2014-11-04 17:00:00","2014-11-24 15:40:00",3.763
"HF004","1","GSWS02",2015,"2014-11-24 15:40:00","2014-12-16 15:50:00",6.085
"HF004","1","GSWS02",2015,"2014-12-16 15:50:00","2015-01-06 17:05:00",13.964
"HF004","1","GSWS02",2015,"2015-01-06 17:05:00","2015-01-27 09:00:00",5.653
"HF004","1","GSWS02",2015,"2015-01-27 09:00:00","2015-02-17 17:35:00",3.721
"HF004","1","GSWS02",2015,"2015-02-17 17:35:00","2015-03-10 16:50:00",1.168
"HF004","1","GSWS02",2015,"2015-03-10 16:50:00","2015-03-31 16:30:00",1.466
"HF004","1","GSWS02",2015,"2015-03-31 16:30:00","2015-04-21 17:10:00",1.386
"HF004","1","GSWS02",2015,"2015-04-21 17:10:00","2015-05-12 18:25:00",0.782
