"STCODE","FORMAT","SITECODE","WATERYEAR","DATE","MEAN_Q","MAX_Q","MIN_Q","MEAN_Q_AREA","TOTAL_Q_AREA","ESTCODE"
"HF004","2","GSWS06","2015","2014-10-01","0.0024","0.0033","0.0019","0.0489","0.0018","A"
"HF004","2","GSWS06","2015","2014-10-02","0.002","0.0024","0.0019","0.0405","0.0015","A"
"HF004","2","GSWS06","2015","2014-10-03","0.0017","0.0021","0.0016","0.0346","0.0013","A"
"HF004","2","GSWS06","2015","2014-10-04","0.0015","0.0019","0.0014","0.0298","0.0011","A"
"HF004","2","GSWS06","2015","2014-10-05","0.0013","0.0016","0.0011","0.0266","0.001","A"
"HF004","2","GSWS06","2015","2014-10-06","0.0012","0.0014","0.0011","0.0241","0.0009","A"
"HF004","2","GSWS06","2015","2014-10-07","0.0012","0.0014","0.0011","0.0239","0.0009","A"
"HF004","2","GSWS06","2015","2014-10-08","0.0013","0.0016","0.0011","0.0251","0.0009","A"
"HF004","2","GSWS06","2015","2014-10-09","0.0011","0.0014","0.0011","0.0228","0.0008","A"
"HF004","2","GSWS06","2015","2014-10-10","0.0011","0.0012","0.0011","0.0222","0.0008","A"
"HF004","2","GSWS06","2015","2014-10-11","0.0013","0.0019","0.0011","0.0257","0.001","A"
"HF004","2","GSWS06","2015","2014-10-12","0.0012","0.0012","0.0012","0.0242","0.0009","A"
"HF004","2","GSWS06","2015","2014-10-13","0.0012","0.0016","0.0011","0.0236","0.0009","A"
"HF004","2","GSWS06","2015","2014-10-14","0.0015","0.0026","0.0011","0.0303","0.0011","A"
"HF004","2","GSWS06","2015","2014-10-15","0.0062","0.0112","0.0026","0.1246","0.0046","A"
"HF004","2","GSWS06","2015","2014-10-16","0.0029","0.0054","0.0019","0.0589","0.0022","A"
"HF004","2","GSWS06","2015","2014-10-17","0.0019","0.0019","0.0017","0.038","0.0014","A"
"HF004","2","GSWS06","2015","2014-10-18","0.002","0.0026","0.0017","0.0398","0.0015","A"
"HF004","2","GSWS06","2015","2014-10-19","0.0017","0.0017","0.0016","0.0335","0.0012","A"
"HF004","2","GSWS06","2015","2014-10-20","0.0061","0.0259","0.0017","0.123","0.0046","A"
"HF004","2","GSWS06","2015","2014-10-21","0.0087","0.0141","0.0047","0.1745","0.0065","A"
"HF004","2","GSWS06","2015","2014-10-22","0.0314","0.1641","0.006","0.6273","0.0233","A"
"HF004","2","GSWS06","2015","2014-10-23","0.0374","0.1531","0.0112","0.749","0.0279","A"
"HF004","2","GSWS06","2015","2014-10-24","0.0091","0.0112","0.0078","0.1816","0.0068","A"
"HF004","2","GSWS06","2015","2014-10-25","0.0098","0.022","0.005","0.1965","0.0073","A"
"HF004","2","GSWS06","2015","2014-10-26","0.032","0.0479","0.0202","0.6394","0.0238","A"
"HF004","2","GSWS06","2015","2014-10-27","0.0171","0.0266","0.0126","0.3418","0.0127","A"
"HF004","2","GSWS06","2015","2014-10-28","0.026","0.0643","0.0112","0.5203","0.0194","A"
"HF004","2","GSWS06","2015","2014-10-29","0.0238","0.041","0.0178","0.4755","0.0177","A"
"HF004","2","GSWS06","2015","2014-10-30","0.0292","0.1036","0.0156","0.5836","0.0217","A"
"HF004","2","GSWS06","2015","2014-10-31","0.0784","0.1088","0.0592","1.5687","0.0583","A"
"HF004","2","GSWS06","2015","2014-11-01","0.0517","0.0592","0.0453","1.0337","0.0384","A"
"HF004","2","GSWS06","2015","2014-11-02","0.0383","0.0453","0.0338","0.7651","0.0285","A"
"HF004","2","GSWS06","2015","2014-11-03","0.0315","0.0338","0.0287","0.6297","0.0234","A"
"HF004","2","GSWS06","2015","2014-11-04","0.0544","0.0783","0.0287","1.0873","0.0404","A"
"HF004","2","GSWS06","2015","2014-11-05","0.0485","0.0506","0.047","0.969","0.036","A"
"HF004","2","GSWS06","2015","2014-11-06","0.0455","0.0479","0.0418","0.9098","0.0338","A"
"HF004","2","GSWS06","2015","2014-11-07","0.0376","0.0427","0.0338","0.7513","0.0279","A"
"HF004","2","GSWS06","2015","2014-11-08","0.0306","0.0346","0.0273","0.6129","0.0228","A"
"HF004","2","GSWS06","2015","2014-11-09","0.0264","0.028","0.0246","0.5276","0.0196","A"
"HF004","2","GSWS06","2015","2014-11-10","0.0236","0.0252","0.022","0.4719","0.0176","A"
"HF004","2","GSWS06","2015","2014-11-11","0.0207","0.022","0.0196","0.4145","0.0154","A"
"HF004","2","GSWS06","2015","2014-11-12","0.0192","0.0202","0.0184","0.3841","0.0143","A"
"HF004","2","GSWS06","2015","2014-11-13","0.0741","0.1657","0.0184","1.4814","0.0551","A"
"HF004","2","GSWS06","2015","2014-11-14","0.2584","0.3076","0.1673","5.1689","0.1922","A"
"HF004","2","GSWS06","2015","2014-11-15","0.1769","0.226","0.144","3.5375","0.1316","A"
"HF004","2","GSWS06","2015","2014-11-16","0.1274","0.144","0.1155","2.5472","0.0947","A"
"HF004","2","GSWS06","2015","2014-11-17","0.1028","0.1155","0.0912","2.0563","0.0765","A"
"HF004","2","GSWS06","2015","2014-11-18","0.0831","0.0912","0.0783","1.663","0.0618","A"
"HF004","2","GSWS06","2015","2014-11-19","0.0738","0.0783","0.0717","1.4767","0.0549","A"
"HF004","2","GSWS06","2015","2014-11-20","0.0776","0.0852","0.0728","1.5526","0.0577","A"
"HF004","2","GSWS06","2015","2014-11-21","0.2055","0.7805","0.0695","4.1095","0.1528","A"
"HF004","2","GSWS06","2015","2014-11-22","0.7407","0.9351","0.552","14.8145","0.551","A"
"HF004","2","GSWS06","2015","2014-11-23","0.4658","0.552","0.4008","9.317","0.3465","A"
"HF004","2","GSWS06","2015","2014-11-24","0.373","0.4008","0.3494","7.4601","0.2774","A"
"HF004","2","GSWS06","2015","2014-11-25","0.3287","0.3494","0.3055","6.5741","0.2445","A"
"HF004","2","GSWS06","2015","2014-11-26","0.2865","0.3076","0.2744","5.7304","0.2131","A"
"HF004","2","GSWS06","2015","2014-11-27","0.3091","0.37","0.2643","6.1814","0.2299","A"
"HF004","2","GSWS06","2015","2014-11-28","0.8415","1.6908","0.37","16.8296","0.6259","A"
"HF004","2","GSWS06","2015","2014-11-29","1.5431","1.8106","1.2377","30.8619","1.1478","A"
"HF004","2","GSWS06","2015","2014-11-30","1.0017","1.3163","0.7415","20.0348","0.7451","A"
"HF004","2","GSWS06","2015","2014-12-01","0.6142","0.7383","0.5243","12.2831","0.4568","A"
"HF004","2","GSWS06","2015","2014-12-02","0.4687","0.5243","0.4302","9.3747","0.3486","A"
"HF004","2","GSWS06","2015","2014-12-03","0.3986","0.4302","0.377","7.9715","0.2965","A"
"HF004","2","GSWS06","2015","2014-12-04","0.3728","0.3888","0.3631","7.4554","0.2773","A"
"HF004","2","GSWS06","2015","2014-12-05","0.3575","0.37","0.3539","7.1497","0.2659","A"
"HF004","2","GSWS06","2015","2014-12-06","0.3635","0.3912","0.3516","7.2709","0.2704","A"
"HF004","2","GSWS06","2015","2014-12-07","0.3471","0.3516","0.3381","6.9411","0.2581","A"
"HF004","2","GSWS06","2015","2014-12-08","0.3285","0.3471","0.3012","6.569","0.2443","A"
"HF004","2","GSWS06","2015","2014-12-09","0.2876","0.3012","0.2784","5.7519","0.2139","A"
"HF004","2","GSWS06","2015","2014-12-10","0.2747","0.3381","0.2565","5.4931","0.2043","A"
"HF004","2","GSWS06","2015","2014-12-11","0.2608","0.2724","0.2506","5.2169","0.194","A"
"HF004","2","GSWS06","2015","2014-12-12","0.2408","0.2506","0.2278","4.8154","0.1791","A"
"HF004","2","GSWS06","2015","2014-12-13","0.2188","0.2278","0.2079","4.3759","0.1627","A"
"HF004","2","GSWS06","2015","2014-12-14","0.1994","0.2097","0.1905","3.9873","0.1483","A"
"HF004","2","GSWS06","2015","2014-12-15","0.1825","0.1905","0.1754","3.6503","0.1358","A"
"HF004","2","GSWS06","2015","2014-12-16","0.1665","0.1754","0.1578","3.3299","0.1238","A"
"HF004","2","GSWS06","2015","2014-12-17","0.1504","0.1593","0.141","3.0075","0.1118","A"
"HF004","2","GSWS06","2015","2014-12-18","0.135","0.1425","0.1294","2.6998","0.1004","A"
"HF004","2","GSWS06","2015","2014-12-19","0.1454","0.1578","0.1366","2.9076","0.1081","A"
"HF004","2","GSWS06","2015","2014-12-20","0.775","2.5919","0.141","15.5009","0.5765","A"
"HF004","2","GSWS06","2015","2014-12-21","2.9781","3.2416","2.5119","59.562","2.2151","A"
"HF004","2","GSWS06","2015","2014-12-22","2.4782","3.1339","1.7961","49.5644","1.8433","A"
"HF004","2","GSWS06","2015","2014-12-23","1.3324","1.7864","1.0911","26.6488","0.9911","A"
"HF004","2","GSWS06","2015","2014-12-24","0.9205","1.0872","0.7609","18.4105","0.6847","A"
"HF004","2","GSWS06","2015","2014-12-25","0.6713","0.7609","0.589","13.426","0.4993","A"
"HF004","2","GSWS06","2015","2014-12-26","0.5289","0.589","0.4788","10.5777","0.3934","A"
"HF004","2","GSWS06","2015","2014-12-27","0.4396","0.4788","0.413","8.792","0.327","A"
"HF004","2","GSWS06","2015","2014-12-28","0.3947","0.413","0.3723","7.8939","0.2936","A"
"HF004","2","GSWS06","2015","2014-12-29","0.3591","0.3723","0.3471","7.1822","0.2671","A"
"HF004","2","GSWS06","2015","2014-12-30","0.3195","0.3471","0.297","6.3892","0.2376","A"
"HF004","2","GSWS06","2015","2014-12-31","0.2779","0.297","0.2604","5.558","0.2067","A"
"HF004","2","GSWS06","2015","2015-01-01","0.2498","0.2604","0.2372","4.9951","0.1858","A"
"HF004","2","GSWS06","2015","2015-01-02","0.2238","0.2372","0.2114","4.4767","0.1665","A"
"HF004","2","GSWS06","2015","2015-01-03","0.2015","0.2114","0.1922","4.0297","0.1499","A"
"HF004","2","GSWS06","2015","2015-01-04","0.1886","0.1922","0.1854","3.7717","0.1403","A"
"HF004","2","GSWS06","2015","2015-01-05","0.1837","0.1854","0.1837","3.6748","0.1367","A"
"HF004","2","GSWS06","2015","2015-01-06","0.1926","0.2079","0.1837","3.852","0.1433","A"
"HF004","2","GSWS06","2015","2015-01-07","0.2244","0.2372","0.2079","4.4885","0.1669","A"
"HF004","2","GSWS06","2015","2015-01-08","0.2397","0.241","0.2372","4.7942","0.1783","A"
"HF004","2","GSWS06","2015","2015-01-09","0.2311","0.2372","0.226","4.6213","0.1719","A"
"HF004","2","GSWS06","2015","2015-01-10","0.2162","0.2242","0.2079","4.3233","0.1608","A"
"HF004","2","GSWS06","2015","2015-01-11","0.1973","0.2079","0.1871","3.9455","0.1467","A"
"HF004","2","GSWS06","2015","2015-01-12","0.1803","0.1871","0.1738","3.6063","0.1341","A"
"HF004","2","GSWS06","2015","2015-01-13","0.166","0.1738","0.1593","3.3195","0.1235","A"
"HF004","2","GSWS06","2015","2015-01-14","0.1525","0.1593","0.144","3.0493","0.1134","A"
"HF004","2","GSWS06","2015","2015-01-15","0.1427","0.1905","0.1337","2.854","0.1061","A"
"HF004","2","GSWS06","2015","2015-01-16","0.21","0.2784","0.1922","4.1996","0.1562","A"
"HF004","2","GSWS06","2015","2015-01-17","0.491","1.1104","0.1956","9.8204","0.3652","A"
"HF004","2","GSWS06","2015","2015-01-18","1.0604","1.1455","0.9208","21.2078","0.7887","A"
