"STCODE","FORMAT","SITECODE","WATERYEAR","DATE","MEAN_Q","MAX_Q","MIN_Q","MEAN_Q_AREA","TOTAL_Q_AREA","ESTCODE"
"HF004","2","GSWS02","2015","2014-10-01","0.0298","0.0316","0.0267","0.128","0.0048","A"
"HF004","2","GSWS02","2015","2014-10-02","0.0267","0.0267","0.0267","0.1145","0.0043","A"
"HF004","2","GSWS02","2015","2014-10-03","0.0271","0.0291","0.0243","0.1163","0.0043","A"
"HF004","2","GSWS02","2015","2014-10-04","0.0256","0.0267","0.0243","0.11","0.0041","A"
"HF004","2","GSWS02","2015","2014-10-05","0.0253","0.0267","0.0243","0.1086","0.004","A"
"HF004","2","GSWS02","2015","2014-10-06","0.0243","0.0243","0.0243","0.1043","0.0039","A"
"HF004","2","GSWS02","2015","2014-10-07","0.0237","0.0243","0.022","0.1018","0.0038","A"
"HF004","2","GSWS02","2015","2014-10-08","0.0237","0.0243","0.022","0.1017","0.0038","A"
"HF004","2","GSWS02","2015","2014-10-09","0.0233","0.0243","0.022","0.1003","0.0037","A"
"HF004","2","GSWS02","2015","2014-10-10","0.0233","0.0243","0.022","0.1001","0.0037","A"
"HF004","2","GSWS02","2015","2014-10-11","0.0278","0.0368","0.022","0.1196","0.0044","A"
"HF004","2","GSWS02","2015","2014-10-12","0.0264","0.0267","0.0243","0.1135","0.0042","A"
"HF004","2","GSWS02","2015","2014-10-13","0.0251","0.0267","0.022","0.1079","0.004","A"
"HF004","2","GSWS02","2015","2014-10-14","0.0317","0.0395","0.022","0.1361","0.0051","A"
"HF004","2","GSWS02","2015","2014-10-15","0.1112","0.2795","0.0291","0.4776","0.0178","A"
"HF004","2","GSWS02","2015","2014-10-16","0.0537","0.1117","0.0368","0.2306","0.0086","A"
"HF004","2","GSWS02","2015","2014-10-17","0.0333","0.0368","0.0316","0.1429","0.0053","A"
"HF004","2","GSWS02","2015","2014-10-18","0.0324","0.0342","0.0316","0.1391","0.0052","A"
"HF004","2","GSWS02","2015","2014-10-19","0.0293","0.0316","0.0267","0.126","0.0047","A"
"HF004","2","GSWS02","2015","2014-10-20","0.0861","0.1553","0.0267","0.37","0.0138","A"
"HF004","2","GSWS02","2015","2014-10-21","0.1505","0.3738","0.0795","0.6465","0.024","A"
"HF004","2","GSWS02","2015","2014-10-22","0.3552","1.7274","0.0795","1.5255","0.0567","A"
"HF004","2","GSWS02","2015","2014-10-23","0.5802","2.1331","0.1897","2.4921","0.0927","A"
"HF004","2","GSWS02","2015","2014-10-24","0.1621","0.2169","0.131","0.6964","0.0259","A"
"HF004","2","GSWS02","2015","2014-10-25","0.1465","0.2845","0.1006","0.6291","0.0234","A"
"HF004","2","GSWS02","2015","2014-10-26","0.4882","0.7834","0.25","2.0971","0.078","A"
"HF004","2","GSWS02","2015","2014-10-27","0.2506","0.3414","0.1809","1.0765","0.04","A"
"HF004","2","GSWS02","2015","2014-10-28","0.37","0.7425","0.1595","1.5892","0.0591","A"
