"STCODE","FORMAT","SITECODE","WATERYEAR","DATE","MEAN_Q","MAX_Q","MIN_Q","MEAN_Q_AREA","TOTAL_Q_AREA","ESTCODE"
"HF004","2","GSWS06","2014","2013-10-01","0.2157","0.2584","0.1837","4.3132","0.1604","A"
"HF004","2","GSWS06","2014","2013-10-02","0.1638","0.1837","0.1516","3.2764","0.1218","A"
"HF004","2","GSWS06","2014","2013-10-03","0.1348","0.1516","0.121","2.6967","0.1003","A"
"HF004","2","GSWS06","2014","2013-10-04","0.1116","0.121","0.1011","2.2325","0.083","A"
"HF004","2","GSWS06","2014","2013-10-05","0.093","0.1011","0.0864","1.8597","0.0692","A"
"HF004","2","GSWS06","2014","2013-10-06","0.0802","0.0864","0.075","1.605","0.0597","A"
"HF004","2","GSWS06","2014","2013-10-07","0.0748","0.0761","0.0728","1.495","0.0556","A"
"HF004","2","GSWS06","2014","2013-10-08","0.0768","0.0924","0.0706","1.5352","0.0571","A"
"HF004","2","GSWS06","2014","2013-10-09","0.0733","0.0794","0.0685","1.4667","0.0545","A"
"HF004","2","GSWS06","2014","2013-10-10","0.0664","0.0695","0.0643","1.329","0.0494","A"
"HF004","2","GSWS06","2014","2013-10-11","0.0631","0.0643","0.0622","1.2613","0.0469","A"
"HF004","2","GSWS06","2014","2013-10-12","0.0612","0.0622","0.0592","1.2234","0.0455","A"
"HF004","2","GSWS06","2014","2013-10-13","0.0571","0.0592","0.0553","1.1424","0.0425","A"
"HF004","2","GSWS06","2014","2013-10-14","0.053","0.0553","0.0516","1.0596","0.0394","A"
"HF004","2","GSWS06","2014","2013-10-15","0.05","0.0516","0.0488","0.9995","0.0372","A"
"HF004","2","GSWS06","2014","2013-10-16","0.0474","0.0488","0.0461","0.9474","0.0352","A"
"HF004","2","GSWS06","2014","2013-10-17","0.0445","0.0461","0.0427","0.8897","0.0331","A"
"HF004","2","GSWS06","2014","2013-10-18","0.0416","0.0427","0.0402","0.8318","0.0309","A"
"HF004","2","GSWS06","2014","2013-10-19","0.0389","0.041","0.0377","0.7788","0.029","A"
"HF004","2","GSWS06","2014","2013-10-20","0.0369","0.0377","0.0361","0.7386","0.0275","A"
"HF004","2","GSWS06","2014","2013-10-21","0.0349","0.0361","0.0338","0.6986","0.026","A"
"HF004","2","GSWS06","2014","2013-10-22","0.0327","0.0338","0.0316","0.6549","0.0244","A"
"HF004","2","GSWS06","2014","2013-10-23","0.0307","0.0316","0.0294","0.6141","0.0228","A"
"HF004","2","GSWS06","2014","2013-10-24","0.0294","0.0301","0.0287","0.5886","0.0219","A"
"HF004","2","GSWS06","2014","2013-10-25","0.028","0.0287","0.0273","0.5607","0.0209","A"
"HF004","2","GSWS06","2014","2013-10-26","0.0268","0.0273","0.0259","0.5366","0.02","A"
"HF004","2","GSWS06","2014","2013-10-27","0.03","0.0453","0.0259","0.5997","0.0223","A"
"HF004","2","GSWS06","2014","2013-10-28","0.0271","0.0287","0.0259","0.5429","0.0202","A"
"HF004","2","GSWS06","2014","2013-10-29","0.0253","0.0259","0.0246","0.5064","0.0188","A"
"HF004","2","GSWS06","2014","2013-10-30","0.024","0.0246","0.0233","0.4804","0.0179","A"
"HF004","2","GSWS06","2014","2013-10-31","0.0231","0.0233","0.022","0.4611","0.0171","A"
"HF004","2","GSWS06","2014","2013-11-01","0.0224","0.0226","0.022","0.4481","0.0167","A"
"HF004","2","GSWS06","2014","2013-11-02","0.0424","0.0674","0.0214","0.8487","0.0316","A"
"HF004","2","GSWS06","2014","2013-11-03","0.035","0.0369","0.0331","0.7001","0.026","A"
"HF004","2","GSWS06","2014","2013-11-04","0.0328","0.0338","0.0316","0.6561","0.0244","A"
"HF004","2","GSWS06","2014","2013-11-05","0.0546","0.0664","0.0316","1.0912","0.0406","A"
"HF004","2","GSWS06","2014","2013-11-06","0.0494","0.0525","0.0479","0.9885","0.0368","A"
"HF004","2","GSWS06","2014","2013-11-07","0.0715","0.1088","0.0479","1.4291","0.0531","A"
"HF004","2","GSWS06","2014","2013-11-08","0.0784","0.0794","0.0772","1.567","0.0583","A"
"HF004","2","GSWS06","2014","2013-11-09","0.0789","0.0794","0.0772","1.5779","0.0587","A"
"HF004","2","GSWS06","2014","2013-11-10","0.0728","0.0772","0.0695","1.4556","0.0541","A"
"HF004","2","GSWS06","2014","2013-11-11","0.0655","0.0695","0.0622","1.3098","0.0487","A"
"HF004","2","GSWS06","2014","2013-11-12","0.0595","0.0622","0.0563","1.1893","0.0442","A"
"HF004","2","GSWS06","2014","2013-11-13","0.0541","0.0563","0.0525","1.0823","0.0402","A"
"HF004","2","GSWS06","2014","2013-11-14","0.0517","0.0525","0.0506","1.0344","0.0385","A"
"HF004","2","GSWS06","2014","2013-11-15","0.0505","0.0563","0.0497","1.0096","0.0375","A"
"HF004","2","GSWS06","2014","2013-11-16","0.0688","0.0806","0.0563","1.3754","0.0512","A"
"HF004","2","GSWS06","2014","2013-11-17","0.0718","0.075","0.0685","1.4369","0.0534","A"
"HF004","2","GSWS06","2014","2013-11-18","0.0835","0.1395","0.0717","1.6696","0.0621","A"
"HF004","2","GSWS06","2014","2013-11-19","0.2829","0.4228","0.141","5.6576","0.2104","A"
"HF004","2","GSWS06","2014","2013-11-20","0.3975","0.4228","0.3539","7.9499","0.2957","A"
"HF004","2","GSWS06","2014","2013-11-21","0.2943","0.3539","0.2525","5.886","0.2189","A"
"HF004","2","GSWS06","2014","2013-11-22","0.2279","0.2506","0.2079","4.5588","0.1695","A"
"HF004","2","GSWS06","2014","2013-11-23","0.1943","0.2079","0.182","3.8858","0.1445","A"
"HF004","2","GSWS06","2014","2013-11-24","0.1687","0.182","0.1562","3.3736","0.1255","A"
"HF004","2","GSWS06","2014","2013-11-25","0.1454","0.1562","0.1366","2.9072","0.1081","A"
"HF004","2","GSWS06","2014","2013-11-26","0.1295","0.1366","0.1237","2.5903","0.0963","A"
"HF004","2","GSWS06","2014","2013-11-27","0.1186","0.1237","0.1128","2.3712","0.0882","A"
"HF004","2","GSWS06","2014","2013-11-28","0.1074","0.1128","0.1024","2.1478","0.0799","A"
"HF004","2","GSWS06","2014","2013-11-29","0.0969","0.1024","0.0924","1.9372","0.072","A"
"HF004","2","GSWS06","2014","2013-11-30","0.0896","0.0936","0.0852","1.7915","0.0666","A"
"HF004","2","GSWS06","2014","2013-12-01","0.0953","0.1266","0.0852","1.9057","0.0709","A"
"HF004","2","GSWS06","2014","2013-12-02","0.2609","0.3608","0.128","5.2173","0.194","A"
"HF004","2","GSWS06","2014","2013-12-03","0.2534","0.2663","0.241","5.0689","0.1885","A"
"HF004","2","GSWS06","2014","2013-12-04","0.2279","0.241","0.215","4.5588","0.1695","A"
"HF004","2","GSWS06","2014","2013-12-05","0.2042","0.215","0.1939","4.0835","0.1519","A"
"HF004","2","GSWS06","2014","2013-12-06","0.1866","0.1939","0.177","3.7313","0.1388","A"
"HF004","2","GSWS06","2014","2013-12-07","0.167","0.1787","0.1578","3.3399","0.1242","A"
"HF004","2","GSWS06","2014","2013-12-08","0.1484","0.1578","0.141","2.969","0.1104","A"
"HF004","2","GSWS06","2014","2013-12-09","0.1347","0.141","0.1294","2.6942","0.1002","A"
"HF004","2","GSWS06","2014","2013-12-10","0.1251","0.1294","0.121","2.5028","0.0931","A"
"HF004","2","GSWS06","2014","2013-12-11","0.1196","0.1237","0.1155","2.392","0.089","A"
"HF004","2","GSWS06","2014","2013-12-12","0.1118","0.1155","0.1088","2.2364","0.0832","A"
"HF004","2","GSWS06","2014","2013-12-13","0.1057","0.1102","0.1011","2.1139","0.0786","A"
"HF004","2","GSWS06","2014","2013-12-14","0.0977","0.1011","0.0936","1.9535","0.0727","A"
"HF004","2","GSWS06","2014","2013-12-15","0.0908","0.0948","0.0876","1.8165","0.0676","A"
"HF004","2","GSWS06","2014","2013-12-16","0.0855","0.0876","0.0829","1.7103","0.0636","A"
"HF004","2","GSWS06","2014","2013-12-17","0.0808","0.084","0.0783","1.6152","0.0601","A"
"HF004","2","GSWS06","2014","2013-12-18","0.0763","0.0794","0.075","1.5251","0.0567","A"
"HF004","2","GSWS06","2014","2013-12-19","0.0731","0.075","0.0717","1.4629","0.0544","A"
"HF004","2","GSWS06","2014","2013-12-20","0.0736","0.0817","0.0706","1.4717","0.0547","A"
"HF004","2","GSWS06","2014","2013-12-21","0.0799","0.0829","0.0772","1.5987","0.0595","A"
"HF004","2","GSWS06","2014","2013-12-22","0.0774","0.0783","0.0761","1.5486","0.0576","A"
"HF004","2","GSWS06","2014","2013-12-23","0.0771","0.0829","0.075","1.5414","0.0573","A"
"HF004","2","GSWS06","2014","2013-12-24","0.0827","0.0829","0.0817","1.6537","0.0615","A"
"HF004","2","GSWS06","2014","2013-12-25","0.0826","0.0829","0.0817","1.6524","0.0615","A"
"HF004","2","GSWS06","2014","2013-12-26","0.0829","0.084","0.0817","1.6577","0.0616","A"
"HF004","2","GSWS06","2014","2013-12-27","0.0822","0.0829","0.0806","1.6432","0.0611","A"
"HF004","2","GSWS06","2014","2013-12-28","0.0795","0.0806","0.0783","1.5896","0.0591","A"
"HF004","2","GSWS06","2014","2013-12-29","0.0771","0.0783","0.0761","1.5427","0.0574","A"
"HF004","2","GSWS06","2014","2013-12-30","0.075","0.0761","0.0739","1.5002","0.0558","A"
"HF004","2","GSWS06","2014","2013-12-31","0.0729","0.075","0.0717","1.4577","0.0542","A"
"HF004","2","GSWS06","2014","2014-01-01","0.0699","0.0717","0.0685","1.3977","0.052","A"
"HF004","2","GSWS06","2014","2014-01-02","0.0665","0.0685","0.0653","1.3302","0.0495","A"
"HF004","2","GSWS06","2014","2014-01-03","0.0649","0.0664","0.0643","1.298","0.0483","A"
"HF004","2","GSWS06","2014","2014-01-04","0.0622","0.0643","0.0602","1.2441","0.0463","A"
"HF004","2","GSWS06","2014","2014-01-05","0.0594","0.0602","0.0583","1.1874","0.0442","A"
"HF004","2","GSWS06","2014","2014-01-06","0.0573","0.0583","0.0563","1.146","0.0426","A"
"HF004","2","GSWS06","2014","2014-01-07","0.0589","0.0664","0.0553","1.1785","0.0438","A"
"HF004","2","GSWS06","2014","2014-01-08","0.0854","0.1237","0.0653","1.7081","0.0635","A"
"HF004","2","GSWS06","2014","2014-01-09","0.128","0.1673","0.1142","2.5595","0.0952","A"
"HF004","2","GSWS06","2014","2014-01-10","0.1934","0.2097","0.1673","3.8672","0.1438","A"
"HF004","2","GSWS06","2014","2014-01-11","0.2499","0.2929","0.2097","4.9972","0.1858","A"
"HF004","2","GSWS06","2014","2014-01-12","0.3546","0.4203","0.2929","7.0921","0.2638","A"
"HF004","2","GSWS06","2014","2014-01-13","0.4544","0.4658","0.4203","9.0879","0.338","A"
"HF004","2","GSWS06","2014","2014-01-14","0.4357","0.453","0.4179","8.7144","0.3241","A"
"HF004","2","GSWS06","2014","2014-01-15","0.3903","0.4179","0.3654","7.8063","0.2903","A"
