"STCODE","FORMAT","SITECODE","WATERYEAR","DATE","MEAN_Q","MAX_Q","MIN_Q","MEAN_Q_AREA","TOTAL_Q_AREA","ESTCODE"
"HF004","2","GSWS03","2014","2013-10-01","1.7198","1.9462","1.4288","4.4028","0.1637","A"
"HF004","2","GSWS03","2014","2013-10-02","1.1485","1.4288","0.9694","2.9402","0.1093","A"
"HF004","2","GSWS03","2014","2013-10-03","0.8569","0.9694","0.7438","2.1937","0.0816","A"
"HF004","2","GSWS03","2014","2013-10-04","0.6875","0.7438","0.6359","1.7599","0.0655","A"
"HF004","2","GSWS03","2014","2013-10-05","0.6044","0.6359","0.5739","1.5473","0.0575","A"
"HF004","2","GSWS03","2014","2013-10-06","0.5483","0.5739","0.5234","1.4037","0.0522","A"
"HF004","2","GSWS03","2014","2013-10-07","0.5476","0.6189","0.5178","1.4018","0.0521","A"
"HF004","2","GSWS03","2014","2013-10-08","0.5624","0.6642","0.5066","1.4398","0.0535","A"
"HF004","2","GSWS03","2014","2013-10-09","0.5394","0.6077","0.4955","1.381","0.0514","A"
"HF004","2","GSWS03","2014","2013-10-10","0.4747","0.4955","0.4565","1.2152","0.0452","A"
"HF004","2","GSWS03","2014","2013-10-11","0.4407","0.4565","0.4288","1.1281","0.042","A"
"HF004","2","GSWS03","2014","2013-10-12","0.4203","0.4288","0.4122","1.076","0.04","A"
"HF004","2","GSWS03","2014","2013-10-13","0.4002","0.4122","0.3902","1.0246","0.0381","A"
"HF004","2","GSWS03","2014","2013-10-14","0.3822","0.3902","0.3682","0.9784","0.0364","A"
"HF004","2","GSWS03","2014","2013-10-15","0.3663","0.3682","0.3627","0.9376","0.0349","A"
"HF004","2","GSWS03","2014","2013-10-16","0.3576","0.3627","0.3509","0.9155","0.034","A"
"HF004","2","GSWS03","2014","2013-10-17","0.3446","0.3509","0.3302","0.8821","0.0328","A"
"HF004","2","GSWS03","2014","2013-10-18","0.3292","0.337","0.3234","0.8429","0.0313","A"
"HF004","2","GSWS03","2014","2013-10-19","0.3208","0.3234","0.3166","0.8213","0.0305","A"
"HF004","2","GSWS03","2014","2013-10-20","0.3116","0.3166","0.3031","0.7976","0.0297","A"
"HF004","2","GSWS03","2014","2013-10-21","0.3007","0.3031","0.2964","0.7698","0.0286","A"
"HF004","2","GSWS03","2014","2013-10-22","0.28","0.2964","0.2381","0.7169","0.0267","A"
"HF004","2","GSWS03","2014","2013-10-23","0.2508","0.2508","0.2508","0.6419","0.0239","A"
"HF004","2","GSWS03","2014","2013-10-24","0.2508","0.2508","0.2508","0.6419","0.0239","A"
"HF004","2","GSWS03","2014","2013-10-25","0.2508","0.2508","0.2508","0.6419","0.0239","A"
"HF004","2","GSWS03","2014","2013-10-26","0.2508","0.2508","0.2508","0.6419","0.0239","A"
"HF004","2","GSWS03","2014","2013-10-27","0.2992","0.4454","0.2508","0.7658","0.0285","A"
"HF004","2","GSWS03","2014","2013-10-28","0.2779","0.3098","0.2636","0.7115","0.0265","A"
"HF004","2","GSWS03","2014","2013-10-29","0.2483","0.2636","0.2194","0.6357","0.0236","A"
"HF004","2","GSWS03","2014","2013-10-30","0.2272","0.2318","0.2194","0.5817","0.0216","A"
"HF004","2","GSWS03","2014","2013-10-31","0.2318","0.2318","0.2318","0.5934","0.0221","A"
"HF004","2","GSWS03","2014","2013-11-01","0.2318","0.2318","0.2318","0.5934","0.0221","A"
"HF004","2","GSWS03","2014","2013-11-02","0.6578","1.3083","0.2318","1.6841","0.0626","A"
"HF004","2","GSWS03","2014","2013-11-03","0.5233","0.6133","0.4621","1.3397","0.0498","A"
"HF004","2","GSWS03","2014","2013-11-04","0.4523","0.4565","0.4454","1.158","0.0431","A"
"HF004","2","GSWS03","2014","2013-11-05","1.263","1.6377","0.4454","3.2333","0.1202","A"
"HF004","2","GSWS03","2014","2013-11-06","0.8722","1.0144","0.7495","2.2328","0.083","A"
"HF004","2","GSWS03","2014","2013-11-07","1.2389","2.0956","0.6869","3.1716","0.118","A"
"HF004","2","GSWS03","2014","2013-11-08","0.9894","1.2592","0.8052","2.5328","0.0942","A"
"HF004","2","GSWS03","2014","2013-11-09","0.7128","0.8052","0.6529","1.8247","0.0679","A"
"HF004","2","GSWS03","2014","2013-11-10","0.6035","0.6529","0.5626","1.545","0.0575","A"
"HF004","2","GSWS03","2014","2013-11-11","0.5339","0.5626","0.5122","1.3667","0.0508","A"
"HF004","2","GSWS03","2014","2013-11-12","0.5007","0.5122","0.4676","1.2819","0.0477","A"
"HF004","2","GSWS03","2014","2013-11-13","0.4812","0.4899","0.4732","1.2318","0.0458","A"
"HF004","2","GSWS03","2014","2013-11-14","0.4673","0.4732","0.4621","1.1963","0.0445","A"
"HF004","2","GSWS03","2014","2013-11-15","0.4699","0.6585","0.4565","1.2031","0.0447","A"
"HF004","2","GSWS03","2014","2013-11-16","1.1231","1.5635","0.6699","2.8751","0.1069","A"
"HF004","2","GSWS03","2014","2013-11-17","1.106","1.1819","0.9605","2.8312","0.1053","A"
"HF004","2","GSWS03","2014","2013-11-18","1.1028","2.0147","0.8903","2.8231","0.105","A"
"HF004","2","GSWS03","2014","2013-11-19","3.7961","4.8676","2.0262","9.7181","0.3614","A"
"HF004","2","GSWS03","2014","2013-11-20","2.6979","3.9611","1.9462","6.9065","0.2569","A"
"HF004","2","GSWS03","2014","2013-11-21","1.6214","1.9349","1.3882","4.1509","0.1544","A"
"HF004","2","GSWS03","2014","2013-11-22","1.2459","1.3882","1.1251","3.1894","0.1186","A"
"HF004","2","GSWS03","2014","2013-11-23","1.0421","1.1251","0.9694","2.6678","0.0992","A"
"HF004","2","GSWS03","2014","2013-11-24","0.8999","0.9694","0.8474","2.3039","0.0857","A"
"HF004","2","GSWS03","2014","2013-11-25","0.7973","0.8474","0.7609","2.041","0.0759","A"
"HF004","2","GSWS03","2014","2013-11-26","0.7375","0.7609","0.7153","1.888","0.0702","A"
"HF004","2","GSWS03","2014","2013-11-27","0.6968","0.7153","0.6699","1.7838","0.0663","A"
"HF004","2","GSWS03","2014","2013-11-28","0.6522","0.6699","0.6246","1.6697","0.0621","A"
"HF004","2","GSWS03","2014","2013-11-29","0.6172","0.6246","0.602","1.5802","0.0588","A"
"HF004","2","GSWS03","2014","2013-11-30","0.5836","0.602","0.5683","1.4941","0.0556","A"
"HF004","2","GSWS03","2014","2013-12-01","0.7905","1.3581","0.5683","2.0237","0.0753","A"
"HF004","2","GSWS03","2014","2013-12-02","4.5614","7.9815","1.4085","11.6771","0.4343","A"
"HF004","2","GSWS03","2014","2013-12-03","2.0678","2.7002","1.6591","5.2935","0.1969","A"
"HF004","2","GSWS03","2014","2013-12-04","1.4701","1.6484","1.3281","3.7634","0.14","A"
"HF004","2","GSWS03","2014","2013-12-05","1.2657","1.3681","1.1724","3.2403","0.1205","A"
"HF004","2","GSWS03","2014","2013-12-06","1.1179","1.1724","1.0235","2.8617","0.1064","A"
"HF004","2","GSWS03","2014","2013-12-07","0.9685","1.06","0.8645","2.4793","0.0922","A"
"HF004","2","GSWS03","2014","2013-12-08","0.8615","0.8903","0.8389","2.2055","0.082","A"
"HF004","2","GSWS03","2014","2013-12-09","0.8149","0.8474","0.7885","2.0862","0.0776","A"
"HF004","2","GSWS03","2014","2013-12-10","0.764","0.7885","0.7495","1.956","0.0727","A"
"HF004","2","GSWS03","2014","2013-12-11","0.733","0.7495","0.7267","1.8764","0.0698","A"
"HF004","2","GSWS03","2014","2013-12-12","0.7292","0.8052","0.7039","1.8668","0.0694","A"
"HF004","2","GSWS03","2014","2013-12-13","0.7954","0.7969","0.7885","2.0363","0.0757","A"
"HF004","2","GSWS03","2014","2013-12-14","0.7391","0.7885","0.721","1.8921","0.0704","A"
"HF004","2","GSWS03","2014","2013-12-15","0.7","0.721","0.6926","1.792","0.0666","A"
"HF004","2","GSWS03","2014","2013-12-16","0.6768","0.6926","0.6585","1.7327","0.0644","A"
"HF004","2","GSWS03","2014","2013-12-17","0.6397","0.6585","0.6246","1.6375","0.0609","A"
"HF004","2","GSWS03","2014","2013-12-18","0.6082","0.6246","0.5908","1.557","0.0579","A"
"HF004","2","GSWS03","2014","2013-12-19","0.5764","0.5908","0.557","1.4756","0.0549","A"
"HF004","2","GSWS03","2014","2013-12-20","0.6584","0.899","0.557","1.6854","0.0627","A"
"HF004","2","GSWS03","2014","2013-12-21","0.832","0.8817","0.7885","2.1299","0.0792","A"
"HF004","2","GSWS03","2014","2013-12-22","0.8294","0.8389","0.7802","2.1233","0.079","A"
"HF004","2","GSWS03","2014","2013-12-23","0.8562","0.934","0.7969","2.192","0.0815","A"
"HF004","2","GSWS03","2014","2013-12-24","0.8661","0.9164","0.822","2.2172","0.0825","A"
"HF004","2","GSWS03","2014","2013-12-25","0.7913","0.822","0.7609","2.0256","0.0753","A"
"HF004","2","GSWS03","2014","2013-12-26","0.7387","0.7609","0.7153","1.8911","0.0703","A"
"HF004","2","GSWS03","2014","2013-12-27","0.694","0.7153","0.6699","1.7765","0.0661","A"
"HF004","2","GSWS03","2014","2013-12-28","0.6495","0.6699","0.6302","1.6627","0.0618","A"
"HF004","2","GSWS03","2014","2013-12-29","0.6227","0.6302","0.6133","1.5941","0.0593","A"
"HF004","2","GSWS03","2014","2013-12-30","0.6014","0.6133","0.5851","1.5397","0.0573","A"
"HF004","2","GSWS03","2014","2013-12-31","0.5723","0.5851","0.557","1.465","0.0545","A"
"HF004","2","GSWS03","2014","2014-01-01","0.5533","0.557","0.5458","1.4164","0.0527","A"
"HF004","2","GSWS03","2014","2014-01-02","0.5399","0.5514","0.529","1.3822","0.0514","A"
"HF004","2","GSWS03","2014","2014-01-03","0.5349","0.5458","0.5234","1.3692","0.0509","A"
"HF004","2","GSWS03","2014","2014-01-04","0.5157","0.5234","0.5066","1.3203","0.0491","A"
"HF004","2","GSWS03","2014","2014-01-05","0.5019","0.5066","0.4955","1.2848","0.0478","A"
"HF004","2","GSWS03","2014","2014-01-06","0.4897","0.5011","0.4843","1.2536","0.0466","A"
"HF004","2","GSWS03","2014","2014-01-07","0.5815","0.899","0.4843","1.4886","0.0554","A"
"HF004","2","GSWS03","2014","2014-01-08","1.4931","2.5412","0.8817","3.8223","0.1422","A"
"HF004","2","GSWS03","2014","2014-01-09","2.2487","2.8226","1.9349","5.7565","0.2141","A"
"HF004","2","GSWS03","2014","2014-01-10","2.2948","2.8226","1.8562","5.8746","0.2185","A"
